application_id,request_ids_mean,request_ids_std,request_ids_min,request_ids_max,request_ids_median,request_ids_p50,request_ids_p90,request_ids_p95,request_ids_p99,request_ids_p999,request_ids_geomean,response_times_mean,response_times_std,response_times_min,response_times_max,response_times_median,response_times_p50,response_times_p90,response_times_p95,response_times_p99,response_times_p999,response_times_geomean,queue_times_mean,queue_times_std,queue_times_min,queue_times_max,queue_times_median,queue_times_p50,queue_times_p90,queue_times_p95,queue_times_p99,queue_times_p999,queue_times_geomean,ttft_times_mean,ttft_times_std,ttft_times_min,ttft_times_max,ttft_times_median,ttft_times_p50,ttft_times_p90,ttft_times_p95,ttft_times_p99,ttft_times_p999,ttft_times_geomean,tbt_times_mean,tbt_times_std,tbt_times_min,tbt_times_max,tbt_times_median,tbt_times_p50,tbt_times_p90,tbt_times_p95,tbt_times_p99,tbt_times_p999,tbt_times_geomean,nth_token_overheads_mean,nth_token_overheads_std,nth_token_overheads_min,nth_token_overheads_max,nth_token_overheads_median,nth_token_overheads_p50,nth_token_overheads_p90,nth_token_overheads_p95,nth_token_overheads_p99,nth_token_overheads_p999,nth_token_overheads_geomean,prompt_sizes_mean,prompt_sizes_std,prompt_sizes_min,prompt_sizes_max,prompt_sizes_median,prompt_sizes_p50,prompt_sizes_p90,prompt_sizes_p95,prompt_sizes_p99,prompt_sizes_p999,prompt_sizes_geomean,token_sizes_mean,token_sizes_std,token_sizes_min,token_sizes_max,token_sizes_median,token_sizes_p50,token_sizes_p90,token_sizes_p95,token_sizes_p99,token_sizes_p999,token_sizes_geomean
0,4409.0,2545.8259956249954,0,8818,4409.0,4409.0,7936.2,8377.1,8729.82,8809.182,0.0,22.76633690642238,25.019457848300455,0.16201978258614108,114.08994383677776,11.2626835392564,11.2626835392564,63.24586725546665,79.25685020495325,93.58184053102688,103.45575990393776,10.63684484399209,21.25389628998419,24.88089784856564,0.0,102.9115190930224,9.034544612729135,9.034544612729135,61.91730652889263,77.80611470249428,92.23645524509527,102.45104187795981,0.0,21.38550051931074,24.880360421310044,0.01428716768098326,103.01375128028246,9.142116908041032,9.142116908041032,62.05546656673746,77.99581092279648,92.34820080728382,102.5310596512848,8.131821163229139,0.049412296419167466,0.0211077764369691,0.023523765485347157,1.0819301814902265,0.04759883032056204,0.04759883032056204,0.06273169502812581,0.06776848044132179,0.07621263318289337,0.2368762375539433,0.04783770902029141,0.04036911731722934,0.14540597574333478,7.62939453125e-05,6.094087143613649,0.030709166125774345,0.030709166125774345,0.05541999903743999,0.06219507607524833,0.08008331568562482,2.0699392865583004,0.026687434036028253,2047.848282118154,1973.7653686465558,3,7437,1469.0,1469.0,5187.5999999999985,7303.300000000005,7436.0,7437.0,1095.146942771193,27.88252636353328,59.858856455382764,6,1899,13.0,13.0,55.0,90.0,251.45999999999913,825.2740000000049,16.25104120463669
