model,hardware,prompt_size,batch_size,token_size,peak_power,average_power,prompt_time,token_time,e2e_time,tensor_parallel
llama2-70b,h100-80gb-pcap,2048,1,128,0,0,399.4992859,37.42090792,5066.311359,2
llama2-70b,h100-80gb-pcap,2048,1,128,0,0,403.4117373,37.32269881,5057.285309,2
llama2-70b,h100-80gb-pcap,2048,1,128,0,0,406.2395259,37.36661918,5064.700603,2
llama2-70b,h100-80gb-pcap,2048,1,128,0,0,404.0673299,37.35390152,5061.660767,2
llama2-70b,h100-80gb-pcap,4096,1,128,0,0,838.2773438,37.42705267,5411.575794,2
llama2-70b,h100-80gb-pcap,4096,1,128,0,0,827.2360473,37.45115278,5406.961203,2
llama2-70b,h100-80gb-pcap,4096,1,128,0,0,831.5337823,37.6441319,5434.225798,2
llama2-70b,h100-80gb-pcap,4096,1,128,0,0,835.4601034,37.60989032,5432.567835,2
llama2-70b,h100-80gb-pcap,4096,1,128,0,0,840.571667,37.53573136,4414.263725,2
llama2-70b,h100-80gb-pcap,8192,1,128,0,0,1742.342987,37.8042485,6182.897568,2
llama2-70b,h100-80gb-pcap,8192,1,128,0,0,1738.36048,37.85045723,6184.368372,2
llama2-70b,h100-80gb-pcap,8192,1,128,0,0,1741.794246,37.84912146,6191.299677,2
llama2-70b,h100-80gb-pcap,8192,1,128,0,0,1745.960342,37.75893343,6181.681871,2
llama2-70b,h100-80gb-pcap,8192,1,128,0,0,1736.057418,37.79265962,6177.887201,2
llama2-70b,h100-80gb-pcap,512,1,128,0,0,111.019415,36.97136075,4784.076691,2
llama2-70b,h100-80gb-pcap,512,1,128,0,0,108.4339517,37.05370054,4792.494059,2
llama2-70b,h100-80gb-pcap,512,1,128,0,0,108.9751364,37.10623497,4799.792051,2
llama2-70b,h100-80gb-pcap,512,1,128,0,0,107.7057618,36.99995854,4785.681725,2
llama2-70b,h100-80gb-pcap,512,1,128,0,0,108.9780809,36.86513585,4769.047499,2
llama2-70b,h100-80gb-pcap,512,1,256,0,0,108.8214777,37.13438651,9558.478355,2
llama2-70b,h100-80gb-pcap,512,1,256,0,0,108.3123133,37.23255288,9583.586693,2
llama2-70b,h100-80gb-pcap,512,1,256,0,0,120.4187205,37.23704717,9593.435526,2
llama2-70b,h100-80gb-pcap,512,1,256,0,0,108.9457629,37.3182989,9605.420828,2
llama2-70b,h100-80gb-pcap,512,1,256,0,0,116.9319697,37.16674993,8903.689384,2
llama2-70b,h100-80gb-pcap,512,1,512,0,0,109.0544325,37.41897621,19214.57434,2
llama2-70b,h100-80gb-pcap,512,1,512,0,0,109.6450511,37.33056281,19169.91591,2
llama2-70b,h100-80gb-pcap,512,1,512,0,0,110.2879492,37.29356039,19151.57986,2
llama2-70b,h100-80gb-pcap,512,1,512,0,0,108.8150401,37.36888581,19189.16345,2
llama2-70b,h100-80gb-pcap,512,1,512,0,0,109.2984607,37.34890721,19178.96652,2
llama2-70b,h100-80gb-pcap,512,1,1024,0,0,109.1401597,37.06656553,6277.938366,2
llama2-70b,h100-80gb-pcap,512,1,1024,0,0,109.1263251,37.10037209,38055.90987,2
llama2-70b,h100-80gb-pcap,512,1,1024,0,0,109.0701547,36.89470759,6211.33256,2
llama2-70b,h100-80gb-pcap,512,1,1024,0,0,108.288739,37.14953764,28810.42576,2
llama2-70b,h100-80gb-pcap,512,1,1024,0,0,108.2355938,37.04123494,12682.38497,2
llama2-70b,h100-80gb-pcap,512,1,2048,0,0,120.2830772,36.86070121,6252.113104,2
llama2-70b,h100-80gb-pcap,512,1,2048,0,0,108.5617273,36.90806647,45538.5983,2
llama2-70b,h100-80gb-pcap,512,1,2048,0,0,108.6304699,36.88101399,18791.53132,2
llama2-70b,h100-80gb-pcap,512,1,2048,0,0,108.7470579,36.91863752,35505.57852,2
llama2-70b,h100-80gb-pcap,512,1,2048,0,0,108.8588644,36.87408026,19636.96432,2
llama2-70b,h100-80gb-pcap,512,1,4096,0,0,109.6870307,37.29327415,6316.221952,2
llama2-70b,h100-80gb-pcap,512,1,4096,0,0,108.2788109,37.34404907,46075.4981,2
llama2-70b,h100-80gb-pcap,512,1,4096,0,0,108.7359234,37.28364254,18995.93306,2
llama2-70b,h100-80gb-pcap,512,1,4096,0,0,110.4292787,37.34943125,35920.17555,2
llama2-70b,h100-80gb-pcap,512,1,4096,0,0,108.96366,37.20894468,19814.62908,2
llama2-70b,h100-80gb-pcap,512,1,8192,0,0,109.9521943,37.37696728,6330.710649,2
llama2-70b,h100-80gb-pcap,512,1,8192,0,0,108.3537247,37.48153782,46245.67676,2
llama2-70b,h100-80gb-pcap,512,1,8192,0,0,109.7160012,37.45778209,19085.58011,2
llama2-70b,h100-80gb-pcap,512,1,8192,0,0,109.6141241,37.45756431,36024.11532,2
llama2-70b,h100-80gb-pcap,512,1,8192,0,0,109.6222803,37.42901345,19932.27839,2
llama2-70b,h100-80gb-pcap,512,1,128,0,0,77.42243859,29.76230504,3842.522621,4
llama2-70b,h100-80gb-pcap,512,1,128,0,0,77.6321,29.26659483,3779.806376,4
llama2-70b,h100-80gb-pcap,512,1,128,0,0,77.50527465,29.73865488,3839.799881,4
llama2-70b,h100-80gb-pcap,512,1,128,0,0,77.67324887,29.54404005,3815.213203,4
llama2-70b,h100-80gb-pcap,512,1,128,0,0,77.02846446,29.71806373,3836.778879,4
llama2-70b,h100-80gb-pcap,512,2,128,0,0,134.2877172,29.98028867,3914.788723,4
llama2-70b,h100-80gb-pcap,512,2,128,0,0,134.9853908,29.6851707,3877.542734,4
llama2-70b,h100-80gb-pcap,512,2,128,0,0,134.70912,29.84413121,3897.73488,4
llama2-70b,h100-80gb-pcap,512,2,128,0,0,135.4125448,30.24428578,3949.269056,4
llama2-70b,h100-80gb-pcap,512,2,128,0,0,134.30612,30.20669353,3943.58182,4
llama2-70b,h100-80gb-pcap,512,4,128,0,0,246.2820204,29.87187151,3988.089323,4
llama2-70b,h100-80gb-pcap,512,4,128,0,0,265.4237963,29.76011495,3988.524199,4
llama2-70b,h100-80gb-pcap,512,4,128,0,0,253.8604406,29.9206035,4000.256538,4
llama2-70b,h100-80gb-pcap,512,4,128,0,0,245.3950825,30.19362757,4028.330088,4
llama2-70b,h100-80gb-pcap,512,4,128,0,0,270.5898831,30.17427633,4045.147419,4
llama2-70b,h100-80gb-pcap,512,8,128,0,0,589.2061305,31.44065508,4453.487396,4
llama2-70b,h100-80gb-pcap,512,8,128,0,0,561.2378668,31.47077715,4435.357094,4
llama2-70b,h100-80gb-pcap,512,8,128,0,0,574.8617641,31.42127149,4439.26239,4
llama2-70b,h100-80gb-pcap,512,8,128,0,0,563.0621815,31.43632021,4432.361126,4
llama2-70b,h100-80gb-pcap,512,8,128,0,0,585.0388102,31.29887977,4431.293726,4
llama2-70b,h100-80gb-pcap,512,16,128,0,0,1136.649038,32.3713891,4996.20533,4
llama2-70b,h100-80gb-pcap,512,16,128,0,0,1097.136052,32.66510997,5002.893925,4
llama2-70b,h100-80gb-pcap,512,16,128,0,0,1256.937076,32.84276482,5148.420334,4
llama2-70b,h100-80gb-pcap,512,16,128,0,0,1103.023246,33.27402169,5084.643364,4
llama2-70b,h100-80gb-pcap,512,16,128,0,0,1140.704429,33.02880729,5082.400322,4
llama2-70b,h100-80gb-pcap,512,32,128,0,0,2211.38502,36.82076102,6394.124269,4
llama2-70b,h100-80gb-pcap,512,32,128,0,0,2236.01832,37.14182405,6454.375267,4
llama2-70b,h100-80gb-pcap,512,32,128,0,0,2275.558437,36.91528291,6456.516981,4
llama2-70b,h100-80gb-pcap,512,32,128,0,0,2264.357568,36.82757681,6435.887575,4
llama2-70b,h100-80gb-pcap,512,32,128,0,0,2243.869837,36.88472518,6427.978992,4
llama2-70b,h100-80gb-pcap,512,64,128,0,0,4570.101193,51.05028113,10031.96096,4
llama2-70b,h100-80gb-pcap,512,64,128,0,0,4539.561408,52.41499074,10180.78923,4
llama2-70b,h100-80gb-pcap,512,64,128,0,0,4685.606613,51.41392206,10167.4993,4
llama2-70b,h100-80gb-pcap,512,64,128,0,0,4576.615247,52.35591869,10199.1446,4
llama2-70b,h100-80gb-pcap,512,64,128,0,0,4588.204231,52.69820469,10255.33724,4
llama2-70b,h100-80gb-pcap,128,1,128,0,0,62.81631721,28.16802513,3628.633261,4
llama2-70b,h100-80gb-pcap,128,1,128,0,0,63.90464993,28.4692219,3667.716503,4
llama2-70b,h100-80gb-pcap,128,1,128,0,0,63.81191572,28.32619307,3649.463654,4
llama2-70b,h100-80gb-pcap,128,1,128,0,0,64.37746641,28.53891514,3676.870823,4
llama2-70b,h100-80gb-pcap,128,1,128,0,0,62.86880863,28.36061285,3653.026819,4
llama2-70b,h100-80gb-pcap,256,1,128,0,0,77.36479791,30.03005675,3876.344442,4
llama2-70b,h100-80gb-pcap,256,1,128,0,0,66.12642792,29.77958989,3835.883141,4
llama2-70b,h100-80gb-pcap,256,1,128,0,0,78.58118705,30.02527555,3876.645327,4
llama2-70b,h100-80gb-pcap,256,1,128,0,0,64.67981125,30.09479355,3874.76778,4
llama2-70b,h100-80gb-pcap,256,1,128,0,0,66.26955923,30.06956022,3872.691154,4
llama2-70b,h100-80gb-pcap,512,1,128,0,0,77.42243859,29.76230504,3842.522621,4
llama2-70b,h100-80gb-pcap,512,1,128,0,0,77.6321,29.26659483,3779.806376,4
llama2-70b,h100-80gb-pcap,512,1,128,0,0,77.50527465,29.73865488,3839.799881,4
llama2-70b,h100-80gb-pcap,512,1,128,0,0,77.67324887,29.54404005,3815.213203,4
llama2-70b,h100-80gb-pcap,512,1,128,0,0,77.02846446,29.71806373,3836.778879,4
llama2-70b,h100-80gb-pcap,1024,1,128,0,0,136.6457729,29.44145439,3848.381996,4
llama2-70b,h100-80gb-pcap,1024,1,128,0,0,137.3729851,29.05850752,3800.34256,4
llama2-70b,h100-80gb-pcap,1024,1,128,0,0,143.0986505,29.20395387,3823.511124,4
llama2-70b,h100-80gb-pcap,1024,1,128,0,0,137.2950878,29.47774665,3853.651047,4
llama2-70b,h100-80gb-pcap,1024,1,128,0,0,136.6287377,29.44406731,3848.553658,4
llama2-70b,h100-80gb-pcap,2048,1,128,0,0,257.6384746,29.81551326,3991.615772,4
llama2-70b,h100-80gb-pcap,2048,1,128,0,0,266.2512411,29.64199596,3976.167202,4
llama2-70b,h100-80gb-pcap,2048,1,128,0,0,260.9768382,29.88514058,4003.107548,4
llama2-70b,h100-80gb-pcap,2048,1,128,0,0,260.286364,29.809415,3993.030787,4
llama2-70b,h100-80gb-pcap,2048,1,128,0,0,260.8848592,29.99957557,4017.067909,4
llama2-70b,h100-80gb-pcap,4096,1,128,0,0,625.3240799,29.54607635,4248.860121,4
llama2-70b,h100-80gb-pcap,4096,1,128,0,0,601.9891319,29.59427714,4236.78112,4
llama2-70b,h100-80gb-pcap,4096,1,128,0,0,598.2187016,29.58432191,4232.3668,4
llama2-70b,h100-80gb-pcap,4096,1,128,0,0,602.4915624,29.61544024,4239.674807,4
llama2-70b,h100-80gb-pcap,4096,1,128,0,0,603.5581123,29.33796257,3412.748575,4
llama2-70b,h100-80gb-pcap,8192,1,128,0,0,1179.9672,29.39988477,4683.376074,4
llama2-70b,h100-80gb-pcap,8192,1,128,0,0,1224.897218,29.79928274,4767.53068,4
llama2-70b,h100-80gb-pcap,8192,1,128,0,0,1239.656123,29.52718886,4748.109818,4
llama2-70b,h100-80gb-pcap,8192,1,128,0,0,1243.354867,29.71826594,4772.905588,4
llama2-70b,h100-80gb-pcap,8192,1,128,0,0,1243.42257,29.74443998,4774.424791,4
llama2-70b,h100-80gb-pcap,512,1,128,0,0,77.42243859,29.76230504,3842.522621,4
llama2-70b,h100-80gb-pcap,512,1,128,0,0,77.6321,29.26659483,3779.806376,4
llama2-70b,h100-80gb-pcap,512,1,128,0,0,77.50527465,29.73865488,3839.799881,4
llama2-70b,h100-80gb-pcap,512,1,128,0,0,77.67324887,29.54404005,3815.213203,4
llama2-70b,h100-80gb-pcap,512,1,128,0,0,77.02846446,29.71806373,3836.778879,4
llama2-70b,h100-80gb-pcap,512,1,256,0,0,77.17165563,28.48043075,7327.466011,4
llama2-70b,h100-80gb-pcap,512,1,256,0,0,77.65116708,28.39826166,7306.672096,4
llama2-70b,h100-80gb-pcap,512,1,256,0,0,77.29683395,28.3781302,7301.256657,4
llama2-70b,h100-80gb-pcap,512,1,256,0,0,76.87453799,28.36805964,7298.289061,4
llama2-70b,h100-80gb-pcap,512,1,256,0,0,78.1931397,28.40376749,6796.959639,4
llama2-70b,h100-80gb-pcap,512,1,512,0,0,78.60355494,29.33533639,15060.79745,4
llama2-70b,h100-80gb-pcap,512,1,512,0,0,78.2485093,29.32421068,15054.57807,4
llama2-70b,h100-80gb-pcap,512,1,512,0,0,83.10742955,29.28037068,9527.930975,4
llama2-70b,h100-80gb-pcap,512,1,512,0,0,77.07188706,29.28888969,8441.708803,4
llama2-70b,h100-80gb-pcap,512,1,512,0,0,93.89798472,29.39432161,14455.48344,4
llama2-70b,h100-80gb-pcap,512,1,1024,0,0,90.32893225,29.32932248,6849.702358,4
llama2-70b,h100-80gb-pcap,512,1,1024,0,0,77.5963383,29.33389734,13268.76998,4
llama2-70b,h100-80gb-pcap,512,1,1024,0,0,77.10779828,29.37174663,18163.95497,4
llama2-70b,h100-80gb-pcap,512,1,1024,0,0,76.11487781,29.46007979,21843.63055,4
llama2-70b,h100-80gb-pcap,512,1,1024,0,0,77.42930904,29.3298263,29965.10649,4
llama2-70b,h100-80gb-pcap,512,1,2048,0,0,77.3711952,29.12455593,6792.416096,4
llama2-70b,h100-80gb-pcap,512,1,2048,0,0,90.70429815,29.30276299,13264.89735,4
llama2-70b,h100-80gb-pcap,512,1,2048,0,0,76.80476696,29.32600656,18135.77175,4
llama2-70b,h100-80gb-pcap,512,1,2048,0,0,87.43697684,29.46765889,21857.76758,4
llama2-70b,h100-80gb-pcap,512,1,2048,0,0,77.62769426,29.36893851,30005.37181,4
llama2-70b,h100-80gb-pcap,512,1,4096,0,0,78.53559356,29.80306989,6950.341225,4
llama2-70b,h100-80gb-pcap,512,1,4096,0,0,78.37036744,29.70063566,13434.38482,4
llama2-70b,h100-80gb-pcap,512,1,4096,0,0,87.1453063,29.75007716,18404.69503,4
llama2-70b,h100-80gb-pcap,512,1,4096,0,0,91.53935701,29.76938157,22083.65774,4
llama2-70b,h100-80gb-pcap,512,1,4096,0,0,77.84548459,29.79892776,30443.74514,4
llama2-70b,h100-80gb-pcap,512,1,8192,0,0,77.85995102,29.40139163,6857.00798,4
llama2-70b,h100-80gb-pcap,512,1,8192,0,0,77.58084101,29.36749521,13284.65223,4
llama2-70b,h100-80gb-pcap,512,1,8192,0,0,77.96970999,29.4685635,18225.29769,4
llama2-70b,h100-80gb-pcap,512,1,8192,0,0,77.24293984,29.3799839,21786.21864,4
llama2-70b,h100-80gb-pcap,512,1,8192,0,0,78.48658871,29.3622862,30001.02019,4
llama2-70b,h100-80gb-pcap,512,1,128,0,0,70.8161428,29.76191055,3837.671757,8
llama2-70b,h100-80gb-pcap,512,1,128,0,0,69.1077699,29.79427143,3840.522051,8
llama2-70b,h100-80gb-pcap,512,1,128,0,0,69.40132288,29.76339518,3836.827278,8
llama2-70b,h100-80gb-pcap,512,1,128,0,0,69.34498092,29.48888961,3801.809549,8
llama2-70b,h100-80gb-pcap,512,1,128,0,0,89.56563462,29.67986396,3841.404438,8
llama2-70b,h100-80gb-pcap,512,2,128,0,0,99.92467806,30.40832407,3942.625999,8
llama2-70b,h100-80gb-pcap,512,2,128,0,0,99.95334442,30.38591529,3939.727068,8
llama2-70b,h100-80gb-pcap,512,2,128,0,0,101.160462,30.2616507,3925.029039,8
llama2-70b,h100-80gb-pcap,512,2,128,0,0,99.18167867,29.71528429,3853.868723,8
llama2-70b,h100-80gb-pcap,512,2,128,0,0,102.238123,29.87875968,3876.800537,8
llama2-70b,h100-80gb-pcap,512,4,128,0,0,172.5102249,31.61157484,4152.240992,8
llama2-70b,h100-80gb-pcap,512,4,128,0,0,173.1303158,31.63913262,4156.068563,8
llama2-70b,h100-80gb-pcap,512,4,128,0,0,172.4184358,31.78618737,4174.33548,8
llama2-70b,h100-80gb-pcap,512,4,128,0,0,171.474355,31.95386684,4194.752216,8
llama2-70b,h100-80gb-pcap,512,4,128,0,0,172.4328969,31.98894769,4200.000048,8
llama2-70b,h100-80gb-pcap,512,8,128,0,0,495.0412805,31.63485825,4405.323505,8
llama2-70b,h100-80gb-pcap,512,8,128,0,0,473.7313685,33.0363087,4566.596746,8
llama2-70b,h100-80gb-pcap,512,8,128,0,0,483.1193874,32.62840402,4521.896601,8
llama2-70b,h100-80gb-pcap,512,8,128,0,0,482.6418142,32.50375599,4505.544424,8
llama2-70b,h100-80gb-pcap,512,8,128,0,0,519.9604228,32.32766917,4512.1243,8
llama2-70b,h100-80gb-pcap,512,16,128,0,0,1055.506622,33.73505722,5106.389999,8
llama2-70b,h100-80gb-pcap,512,16,128,0,0,1026.420672,34.06778156,5126.460791,8
llama2-70b,h100-80gb-pcap,512,16,128,0,0,1086.68154,34.16630925,5185.381889,8
llama2-70b,h100-80gb-pcap,512,16,128,0,0,1000.866299,34.35157508,5142.549753,8
llama2-70b,h100-80gb-pcap,512,16,128,0,0,1065.383845,34.5129216,5212.767363,8
llama2-70b,h100-80gb-pcap,512,32,128,0,0,2030.460428,38.97073936,6529.082775,8
llama2-70b,h100-80gb-pcap,512,32,128,0,0,2020.318275,38.6193506,6476.682425,8
llama2-70b,h100-80gb-pcap,512,32,128,0,0,2017.244009,39.86861544,6633.005619,8
llama2-70b,h100-80gb-pcap,512,32,128,0,0,2011.507219,38.57089223,6463.831186,8
llama2-70b,h100-80gb-pcap,512,32,128,0,0,1994.196062,38.26336721,6411.119938,8
llama2-70b,h100-80gb-pcap,512,64,128,0,0,3891.907583,50.9745545,9501.822472,8
llama2-70b,h100-80gb-pcap,512,64,128,0,0,3788.724222,50.16084561,9319.285631,8
llama2-70b,h100-80gb-pcap,512,64,128,0,0,3833.086326,50.67047216,9416.77928,8
llama2-70b,h100-80gb-pcap,512,64,128,0,0,3790.170799,47.97164526,9040.988445,8
llama2-70b,h100-80gb-pcap,512,64,128,0,0,3817.228633,50.15949685,9337.701082,8
llama2-70b,h100-80gb-pcap,128,1,128,0,0,77.77512204,29.87266007,3856.841564,8
llama2-70b,h100-80gb-pcap,128,1,128,0,0,62.90884205,29.83819087,3840.727568,8
llama2-70b,h100-80gb-pcap,128,1,128,0,0,75.64104078,30.09794084,3883.305073,8
llama2-70b,h100-80gb-pcap,128,1,128,0,0,78.91259998,29.83607999,3852.660656,8
llama2-70b,h100-80gb-pcap,128,1,128,0,0,64.20216794,30.49242718,3924.930811,8
llama2-70b,h100-80gb-pcap,256,1,128,0,0,67.15606428,28.54433828,3679.729462,8
llama2-70b,h100-80gb-pcap,256,1,128,0,0,65.24945176,27.89943982,3596.404552,8
llama2-70b,h100-80gb-pcap,256,1,128,0,0,67.10740918,28.26655323,3644.498825,8
llama2-70b,h100-80gb-pcap,256,1,128,0,0,67.63919109,28.89409265,3724.543095,8
llama2-70b,h100-80gb-pcap,256,1,128,0,0,74.13580199,28.21548777,3643.296242,8
llama2-70b,h100-80gb-pcap,512,1,128,0,0,70.8161428,29.76191055,3837.671757,8
llama2-70b,h100-80gb-pcap,512,1,128,0,0,69.1077699,29.79427143,3840.522051,8
llama2-70b,h100-80gb-pcap,512,1,128,0,0,69.40132288,29.76339518,3836.827278,8
llama2-70b,h100-80gb-pcap,512,1,128,0,0,69.34498092,29.48888961,3801.809549,8
llama2-70b,h100-80gb-pcap,512,1,128,0,0,89.56563462,29.67986396,3841.404438,8
llama2-70b,h100-80gb-pcap,1024,1,128,0,0,100.64626,29.68440536,3850.716114,8
llama2-70b,h100-80gb-pcap,1024,1,128,0,0,103.6906636,29.74028846,3860.620737,8
llama2-70b,h100-80gb-pcap,1024,1,128,0,0,102.5489543,29.46663461,3824.484825,8
llama2-70b,h100-80gb-pcap,1024,1,128,0,0,100.8175986,30.06722572,3899.932623,8
llama2-70b,h100-80gb-pcap,1024,1,128,0,0,101.2872614,30.13753804,3909.415245,8
llama2-70b,h100-80gb-pcap,2048,1,128,0,0,178.0070668,31.6306524,4160.524368,8
llama2-70b,h100-80gb-pcap,2048,1,128,0,0,177.840871,31.72412348,4172.935486,8
llama2-70b,h100-80gb-pcap,2048,1,128,0,0,176.370012,31.04783789,4085.478783,8
llama2-70b,h100-80gb-pcap,2048,1,128,0,0,177.8365615,30.86567606,4063.333511,8
llama2-70b,h100-80gb-pcap,2048,1,128,0,0,177.6903609,30.86843765,4063.742399,8
llama2-70b,h100-80gb-pcap,4096,1,128,0,0,544.1522827,30.32283552,4284.865141,8
llama2-70b,h100-80gb-pcap,4096,1,128,0,0,479.4842923,30.56068584,4265.449286,8
llama2-70b,h100-80gb-pcap,4096,1,128,0,0,507.3780763,30.33856923,4258.655787,8
llama2-70b,h100-80gb-pcap,4096,1,128,0,0,418.6920322,30.58689015,4221.65823,8
llama2-70b,h100-80gb-pcap,4096,1,128,0,0,511.5038006,31.02337393,3510.730982,8
llama2-70b,h100-80gb-pcap,8192,1,128,0,0,1075.180947,31.44960026,4865.450144,8
llama2-70b,h100-80gb-pcap,8192,1,128,0,0,1140.036059,31.43918712,4912.92572,8
llama2-70b,h100-80gb-pcap,8192,1,128,0,0,1098.350854,31.33260862,4867.399693,8
llama2-70b,h100-80gb-pcap,8192,1,128,0,0,1094.365897,31.41247395,4874.608994,8
llama2-70b,h100-80gb-pcap,8192,1,128,0,0,1106.549206,31.22391778,4859.568834,8
llama2-70b,h100-80gb-pcap,512,1,128,0,0,70.8161428,29.76191055,3837.671757,8
llama2-70b,h100-80gb-pcap,512,1,128,0,0,69.1077699,29.79427143,3840.522051,8
llama2-70b,h100-80gb-pcap,512,1,128,0,0,69.40132288,29.76339518,3836.827278,8
llama2-70b,h100-80gb-pcap,512,1,128,0,0,69.34498092,29.48888961,3801.809549,8
llama2-70b,h100-80gb-pcap,512,1,128,0,0,89.56563462,29.67986396,3841.404438,8
llama2-70b,h100-80gb-pcap,512,1,256,0,0,71.12788805,31.65896343,8133.632898,8
llama2-70b,h100-80gb-pcap,512,1,256,0,0,70.34381508,31.56436681,8109.007597,8
llama2-70b,h100-80gb-pcap,512,1,256,0,0,68.7964173,31.51261922,8094.793558,8
llama2-70b,h100-80gb-pcap,512,1,256,0,0,70.13541993,31.26876053,8033.231735,8
llama2-70b,h100-80gb-pcap,512,1,256,0,0,69.45731131,31.38026331,7496.044397,8
llama2-70b,h100-80gb-pcap,512,1,512,0,0,71.97872107,30.01667715,8255.714893,8
llama2-70b,h100-80gb-pcap,512,1,512,0,0,70.57167775,30.37823645,15587.04853,8
llama2-70b,h100-80gb-pcap,512,1,512,0,0,66.92725006,30.66608599,15731.64392,8
llama2-70b,h100-80gb-pcap,512,1,512,0,0,69.17794773,30.6579186,15729.82931,8
llama2-70b,h100-80gb-pcap,512,1,512,0,0,69.97747773,30.74137575,5038.01322,8
llama2-70b,h100-80gb-pcap,512,1,1024,0,0,71.26062965,31.89515849,5385.483503,8
llama2-70b,h100-80gb-pcap,512,1,1024,0,0,70.1180194,31.85711003,18415.16447,8
llama2-70b,h100-80gb-pcap,512,1,1024,0,0,71.20931876,31.92576185,32735.32629,8
llama2-70b,h100-80gb-pcap,512,1,1024,0,0,76.5833783,31.71973936,26910.4681,8
llama2-70b,h100-80gb-pcap,512,1,1024,0,0,69.54230139,31.76313318,26210.47497,8
llama2-70b,h100-80gb-pcap,512,1,2048,0,0,78.47370567,30.33525511,5130.423784,8
llama2-70b,h100-80gb-pcap,512,1,2048,0,0,66.19509394,30.58121933,17676.44596,8
llama2-70b,h100-80gb-pcap,512,1,2048,0,0,96.29453345,30.94729541,63459.84602,8
llama2-70b,h100-80gb-pcap,512,1,2048,0,0,71.02267116,30.83836657,26900.58446,8
llama2-70b,h100-80gb-pcap,512,1,2048,0,0,70.26762602,30.76411932,33361.00197,8
llama2-70b,h100-80gb-pcap,512,1,4096,0,0,72.38263505,29.76000922,5029.987335,8
llama2-70b,h100-80gb-pcap,512,1,4096,0,0,69.27381113,29.92608102,17301.56803,8
llama2-70b,h100-80gb-pcap,512,1,4096,0,0,70.01536886,30.64170029,89976.10521,8
llama2-70b,h100-80gb-pcap,512,1,4096,0,0,70.0513892,30.64319358,12227.30207,8
llama2-70b,h100-80gb-pcap,512,1,4096,0,0,69.09486484,30.56174722,6537.442446,8
llama2-70b,h100-80gb-pcap,512,1,8192,0,0,75.23184374,30.04613874,5079.939365,8
llama2-70b,h100-80gb-pcap,512,1,8192,0,0,68.41281594,30.06140733,17378.57389,8
llama2-70b,h100-80gb-pcap,512,1,8192,0,0,69.27584302,30.92522009,90808.28977,8
llama2-70b,h100-80gb-pcap,512,1,8192,0,0,69.25661854,30.97437485,12358.57868,8
llama2-70b,h100-80gb-pcap,512,1,8192,0,0,69.59034425,30.80551383,6589.636326,8
bloom-176b,h100-80gb-pcap,512,1,128,0,0,100.2815086,36.11317417,4667.148113,8
bloom-176b,h100-80gb-pcap,512,1,128,0,0,97.72574371,35.86653313,4633.224249,8
bloom-176b,h100-80gb-pcap,512,1,128,0,0,99.38305391,35.5554734,4595.273495,8
bloom-176b,h100-80gb-pcap,512,1,128,0,0,98.13837154,36.17727465,4673.201561,8
bloom-176b,h100-80gb-pcap,512,1,128,0,0,97.92389488,36.14936273,4670.058966,8
bloom-176b,h100-80gb-pcap,512,2,128,0,0,169.5641662,37.35118057,4878.562212,8
bloom-176b,h100-80gb-pcap,512,2,128,0,0,169.8737599,36.94050087,4826.83754,8
bloom-176b,h100-80gb-pcap,512,2,128,0,0,170.6264651,36.91206607,4823.895454,8
bloom-176b,h100-80gb-pcap,512,2,128,0,0,172.2006676,36.84482189,4816.124201,8
bloom-176b,h100-80gb-pcap,512,2,128,0,0,170.6931577,36.88094364,4819.710493,8
bloom-176b,h100-80gb-pcap,512,4,128,0,0,308.8557276,38.21302741,5096.785069,8
bloom-176b,h100-80gb-pcap,512,4,128,0,0,309.9007171,38.19565614,5095.477581,8
bloom-176b,h100-80gb-pcap,512,4,128,0,0,310.4840648,38.0582654,5078.348875,8
bloom-176b,h100-80gb-pcap,512,4,128,0,0,334.6859178,37.7290114,5054.763794,8
bloom-176b,h100-80gb-pcap,512,4,128,0,0,310.9736578,37.85255205,5052.738905,8
bloom-176b,h100-80gb-pcap,512,8,128,0,0,806.5344313,37.91342779,5444.700956,8
bloom-176b,h100-80gb-pcap,512,8,128,0,0,829.7028285,37.99551751,5472.703934,8
bloom-176b,h100-80gb-pcap,512,8,128,0,0,812.5187721,38.33062564,5502.212286,8
bloom-176b,h100-80gb-pcap,512,8,128,0,0,792.7068032,38.14173944,5462.603569,8
bloom-176b,h100-80gb-pcap,512,8,128,0,0,839.7376858,38.2996323,5518.867493,8
bloom-176b,h100-80gb-pcap,512,16,128,0,0,1631.303868,40.51246988,6415.298939,8
bloom-176b,h100-80gb-pcap,512,16,128,0,0,1707.235179,40.50624466,6472.569466,8
bloom-176b,h100-80gb-pcap,512,16,128,0,0,1715.216298,40.64040593,6497.047186,8
bloom-176b,h100-80gb-pcap,512,16,128,0,0,1679.946619,41.09486611,6526.608467,8
bloom-176b,h100-80gb-pcap,512,16,128,0,0,1724.410129,41.77570361,6647.551298,8
bloom-176b,h100-80gb-pcap,512,32,128,0,0,3218.732196,46.42328373,8399.2064,8
bloom-176b,h100-80gb-pcap,512,32,128,0,0,3278.482098,45.58800582,8338.27424,8
bloom-176b,h100-80gb-pcap,512,32,128,0,0,3316.613613,45.72428193,8384.503365,8
bloom-176b,h100-80gb-pcap,512,32,128,0,0,3209.080893,46.32448626,8378.734827,8
