instance_names,utilizations,tot_energy,noc_energy,dram_energy,comp_energy,memory_peak
Tile,0.2532736424645631,63797.9312966775,1141.7350230077554,62655.228149335,0.9681243365664667,127.9998779296875
Tile,0.23026274200485392,57195.51462416041,1036.7972017495345,56157.84390809935,0.8735143126018242,127.9998779296875
Tile,0.23876376709163394,59680.1867598377,1075.7997210374206,58603.477134039174,0.9099047628355662,127.9998779296875
Tile,0.2071141060419283,51527.26217737435,937.3096156621431,50589.16338446201,0.7891772512742674,127.9998779296875
Tile,0.21253451049237496,52673.426341951614,965.0250866967383,51707.59092320867,0.8103320471619645,127.9998779296875
Tile,0.9999310059839916,323222.60694146925,2550.4158234063575,320668.269379581,3.9217384819788976,127.9998779296875
Tile,0.9905062475253037,318217.66664870596,2511.3594013149386,315702.441752177,3.865495212953988,127.9998779296875
Tile,0.9795887867174975,308788.0075321473,2437.1442197355764,306347.11027004244,3.7530423686567063,127.9998779296875
Tile,0.9785732822168578,317791.94420393475,2505.8750797315097,315282.23067014426,3.838454057401595,127.9998779296875
Tile,0.9983831671470257,310773.3039285472,2453.1480580679345,308316.37525363115,3.780616848385936,127.9998779296875
