arrival_timestamp,prompt_size,token_size,request_id,application_id,batch_size,request_type
00:43.1,177,58,15849,0,1,2
00:43.2,981,391,15850,0,1,2
00:43.4,1779,121,15852,0,1,2
00:43.4,1031,379,15851,0,1,2
00:43.5,1032,411,15853,0,1,2
00:43.7,6352,130,15854,0,1,2
00:44.0,1552,51,15855,0,1,2
00:44.1,1045,414,15856,0,1,2
00:44.3,1048,94,15857,0,1,2
00:45.0,2723,146,15858,0,1,2
00:45.1,407,108,15859,0,1,2
00:45.2,1028,411,15860,0,1,2
00:45.2,821,150,15861,0,1,2
00:45.3,5071,80,15862,0,1,2
00:45.3,591,91,15863,0,1,2
00:45.4,964,423,15864,0,1,2
00:45.5,408,108,15865,0,1,2
00:45.8,1009,398,15866,0,1,2
00:45.8,818,121,15867,0,1,2
00:45.8,428,110,15868,0,1,2
00:45.9,818,93,15869,0,1,2
00:46.0,1045,414,15870,0,1,2
00:46.1,1022,433,15872,0,1,2
00:46.1,1013,94,15871,0,1,2
00:46.3,1054,388,15873,0,1,2
00:46.3,733,92,15874,0,1,2
00:46.4,181,191,15875,0,1,2
00:46.6,1312,172,15876,0,1,2
00:46.9,680,118,15877,0,1,2
00:47.1,3171,123,15878,0,1,2
00:47.3,410,105,15879,0,1,2
00:47.4,2593,112,15880,0,1,2
00:47.5,400,115,15882,0,1,2
00:47.5,209,162,15881,0,1,2
00:47.6,400,106,15883,0,1,2
00:47.7,1348,138,15885,0,1,2
00:47.7,1007,397,15884,0,1,2
00:47.8,584,83,15886,0,1,2
00:47.8,394,80,15887,0,1,2
00:47.9,1316,221,15888,0,1,2
00:48.1,1005,414,15890,0,1,2
00:48.1,374,111,15889,0,1,2
00:48.2,2774,106,15892,0,1,2
00:48.2,402,124,15891,0,1,2
00:48.5,964,444,15893,0,1,2
00:48.6,3882,113,15894,0,1,2
00:48.6,902,95,15895,0,1,2
00:48.7,821,105,15898,0,1,2
00:48.7,530,117,15896,0,1,2
00:48.7,391,110,15897,0,1,2
00:49.1,1549,139,15899,0,1,2
00:49.2,1058,430,15900,0,1,2
00:49.7,206,193,15901,0,1,2
00:50.0,1165,37,15903,0,1,2
00:50.0,238,94,15902,0,1,2
00:50.7,397,92,15904,0,1,2
00:50.7,393,95,15905,0,1,2
00:50.8,989,418,15906,0,1,2
00:50.9,414,108,15907,0,1,2
00:51.1,2479,199,15908,0,1,2
00:51.3,1014,390,15909,0,1,2
00:51.6,1003,392,15910,0,1,2
00:51.7,1018,411,15911,0,1,2
00:51.8,1079,83,15913,0,1,2
00:51.8,1031,394,15912,0,1,2
00:52.0,181,184,15914,0,1,2
00:52.1,5572,158,15915,0,1,2
00:52.2,818,114,15916,0,1,2
00:52.2,327,110,15917,0,1,2
00:52.3,1005,414,15918,0,1,2
00:52.9,408,153,15919,0,1,2
00:53.9,181,168,15920,0,1,2
00:54.0,213,122,15921,0,1,2
00:54.1,1013,399,15922,0,1,2
00:54.6,992,398,15923,0,1,2
00:54.9,5572,126,15924,0,1,2
00:55.1,186,102,15925,0,1,2
00:55.2,1045,414,15927,0,1,2
00:55.2,320,18,15926,0,1,2
00:55.7,1355,218,15928,0,1,2
00:55.8,400,88,15929,0,1,2
00:55.9,415,133,15930,0,1,2
00:56.0,1049,407,15931,0,1,2
00:56.2,1039,414,15932,0,1,2
00:56.3,911,394,15933,0,1,2
00:56.6,392,131,15934,0,1,2
00:56.7,1313,146,15935,0,1,2
00:56.7,909,403,15936,0,1,2
00:57.2,1057,414,15937,0,1,2
00:57.3,985,397,15938,0,1,2
00:57.6,1026,411,15939,0,1,2
00:57.6,1006,388,15940,0,1,2
00:57.6,732,54,15941,0,1,2
00:57.8,206,192,15942,0,1,2
00:58.0,1011,391,15943,0,1,2
00:58.1,6352,108,15945,0,1,2
00:58.1,1041,391,15944,0,1,2
00:58.2,2479,117,15946,0,1,2
00:58.9,998,392,15947,0,1,2
00:59.0,1002,386,15948,0,1,2
00:59.1,1316,203,15949,0,1,2
00:59.2,3751,108,15950,0,1,2
00:59.4,1092,404,15951,0,1,2
00:59.5,970,368,15952,0,1,2
00:59.7,7096,162,15953,0,1,2
01:00.1,898,88,15954,0,1,2
01:00.2,955,57,15955,0,1,2
01:00.3,2290,89,15957,0,1,2
01:00.3,401,84,15956,0,1,2
01:00.4,1779,129,15958,0,1,2
01:00.5,181,170,15959,0,1,2
01:00.6,931,92,15960,0,1,2
01:00.8,1032,451,15962,0,1,2
01:00.8,240,72,15961,0,1,2
01:01.0,647,104,15963,0,1,2
01:01.0,239,38,15964,0,1,2
01:01.1,407,105,15965,0,1,2
01:01.1,406,91,15966,0,1,2
01:01.2,998,475,15967,0,1,2
01:01.3,732,99,15968,0,1,2
01:01.4,399,118,15969,0,1,2
01:01.6,1031,400,15971,0,1,2
01:01.6,591,109,15970,0,1,2
01:02.0,909,403,15972,0,1,2
01:02.6,213,69,15973,0,1,2
01:02.7,1556,61,15974,0,1,2
01:02.8,13,51,15975,0,1,2
01:02.9,1451,62,15976,0,1,2
01:02.9,209,162,15977,0,1,2
01:03.1,1020,405,15978,0,1,2
01:03.1,26,228,15979,0,1,2
01:03.3,733,97,15980,0,1,2
01:03.4,1897,78,15981,0,1,2
01:03.7,420,84,15982,0,1,2
01:03.8,1926,108,15983,0,1,2
01:04.0,209,217,15984,0,1,2
01:04.3,3080,70,15985,0,1,2
01:04.5,231,129,15986,0,1,2
01:04.7,1003,615,15987,0,1,2
01:05.0,1904,142,15988,0,1,2
01:05.6,207,62,15989,0,1,2
01:05.9,530,165,15990,0,1,2
01:06.0,2723,166,15992,0,1,2
01:06.0,212,179,15991,0,1,2
01:06.4,237,14,15993,0,1,2
01:06.5,5071,125,15994,0,1,2
01:06.7,2593,133,15995,0,1,2
01:07.4,218,183,15996,0,1,2
01:07.6,1076,409,15997,0,1,2
01:07.9,1549,114,15998,0,1,2
01:08.0,215,162,15999,0,1,2
01:08.1,420,87,16000,0,1,2
01:08.4,181,157,16001,0,1,2
01:08.5,84,140,16002,0,1,2
01:08.7,414,99,16003,0,1,2
01:09.2,1020,390,16004,0,1,2
01:09.5,231,63,16005,0,1,2
01:09.7,1318,201,16006,0,1,2
01:10.1,1000,396,16007,0,1,2
01:10.2,2053,138,16008,0,1,2
01:10.4,1028,411,16009,0,1,2
01:10.6,422,91,16010,0,1,2
01:10.7,997,722,16011,0,1,2
01:11.1,1093,585,16013,0,1,2
01:11.1,680,154,16012,0,1,2
01:11.2,4157,124,16014,0,1,2
01:11.4,2655,119,16015,0,1,2
01:11.4,913,103,16016,0,1,2
01:11.4,732,75,16018,0,1,2
01:11.4,617,86,16017,0,1,2
01:11.7,331,18,16019,0,1,2
01:11.8,212,217,16020,0,1,2
01:12.1,3080,57,16022,0,1,2
01:12.1,252,67,16021,0,1,2
01:12.2,1039,414,16024,0,1,2
01:12.2,400,103,16023,0,1,2
01:12.3,1054,410,16026,0,1,2
01:12.3,211,59,16027,0,1,2
01:12.3,209,162,16025,0,1,2
01:12.6,231,134,16028,0,1,2
01:12.9,437,109,16029,0,1,2
01:13.0,4764,69,16030,0,1,2
01:13.1,194,175,16031,0,1,2
01:13.3,1049,413,16032,0,1,2
01:13.3,492,55,16033,0,1,2
01:13.6,416,136,16034,0,1,2
01:13.8,1058,429,16035,0,1,2
01:14.2,974,160,16036,0,1,2
01:14.4,977,429,16037,0,1,2
01:14.7,1466,87,16038,0,1,2
01:15.1,1049,400,16039,0,1,2
01:15.2,3751,171,16040,0,1,2
01:15.5,1065,373,16041,0,1,2
01:15.5,396,96,16042,0,1,2
01:15.7,1416,407,16043,0,1,2
01:15.7,37,60,16044,0,1,2
01:15.8,1211,48,16047,0,1,2
01:15.8,992,395,16045,0,1,2
01:15.8,236,53,16046,0,1,2
01:15.9,406,89,16048,0,1,2
01:16.3,186,118,16049,0,1,2
01:16.4,1986,41,16050,0,1,2
01:16.8,3242,115,16051,0,1,2
01:17.1,1057,384,16052,0,1,2
01:17.4,211,48,16053,0,1,2
01:17.5,1055,442,16054,0,1,2
01:17.6,181,91,16055,0,1,2
01:17.9,1319,142,16056,0,1,2
01:18.2,1076,429,16057,0,1,2
01:18.3,394,103,16058,0,1,2
01:18.4,308,18,16059,0,1,2
01:18.6,410,86,16060,0,1,2
01:18.7,1032,430,16062,0,1,2
01:18.7,400,86,16061,0,1,2
01:18.9,1020,550,16063,0,1,2
01:19.0,401,89,16064,0,1,2
01:19.1,1300,75,16065,0,1,2
01:19.4,1377,112,16066,0,1,2
01:19.5,812,81,16068,0,1,2
01:19.5,400,95,16067,0,1,2
01:19.8,361,88,16069,0,1,2
01:20.1,396,112,16070,0,1,2
01:20.2,1416,399,16071,0,1,2
01:20.3,1023,429,16072,0,1,2
01:20.4,1076,429,16073,0,1,2
01:20.5,7096,108,16074,0,1,2
01:20.5,1904,141,16075,0,1,2
01:20.5,898,81,16078,0,1,2
01:20.5,403,112,16077,0,1,2
01:20.5,394,91,16076,0,1,2
01:20.8,413,128,16079,0,1,2
01:20.9,3751,150,16080,0,1,2
01:21.0,1237,108,16081,0,1,2
01:21.0,973,109,16082,0,1,2
01:21.1,913,93,16083,0,1,2
01:21.2,3930,63,16084,0,1,2
01:21.4,1033,407,16085,0,1,2
01:21.7,1031,415,16086,0,1,2
01:22.1,2221,186,16087,0,1,2
01:22.8,2655,116,16088,0,1,2
01:22.8,395,106,16089,0,1,2
01:22.9,1065,435,16090,0,1,2
01:23.1,1321,154,16091,0,1,2
01:23.2,231,89,16092,0,1,2
01:23.6,317,18,16093,0,1,2
01:23.7,197,217,16094,0,1,2
01:23.8,4157,117,16095,0,1,2
01:24.0,1926,134,16096,0,1,2
01:25.2,1211,64,16097,0,1,2
01:25.4,408,91,16098,0,1,2
01:25.6,1052,414,16099,0,1,2
01:25.7,1419,132,16101,0,1,2
01:25.7,1039,409,16102,0,1,2
01:25.7,126,74,16100,0,1,2
01:25.8,2144,127,16103,0,1,2
01:26.1,1076,441,16104,0,1,2
01:26.2,973,100,16105,0,1,2
01:26.2,888,70,16107,0,1,2
01:26.2,219,69,16106,0,1,2
01:26.4,2156,90,16108,0,1,2
01:26.4,1314,225,16109,0,1,2
01:26.5,2452,127,16110,0,1,2
01:26.8,391,88,16111,0,1,2
01:26.9,1058,386,16112,0,1,2
01:26.9,848,449,16113,0,1,2
01:27.5,469,60,16114,0,1,2
01:27.6,401,128,16115,0,1,2
01:27.7,401,89,16116,0,1,2
01:27.8,1005,401,16117,0,1,2
01:28.1,1375,70,16118,0,1,2
01:28.2,1184,375,16119,0,1,2
01:28.7,1076,459,16120,0,1,2
01:29.1,3185,100,16121,0,1,2
01:29.2,1416,396,16123,0,1,2
01:29.2,488,98,16122,0,1,2
01:29.5,1419,111,16124,0,1,2
01:29.5,1020,414,16126,0,1,2
01:29.5,390,88,16125,0,1,2
01:29.6,1031,392,16127,0,1,2
01:29.7,1130,388,16128,0,1,2
01:29.8,2423,99,16129,0,1,2
01:30.0,1076,429,16130,0,1,2
01:30.1,3857,132,16131,0,1,2
01:30.2,200,217,16132,0,1,2
01:30.3,2135,66,16136,0,1,2
01:30.3,1049,400,16133,0,1,2
01:30.3,400,112,16135,0,1,2
01:30.3,181,92,16134,0,1,2
01:30.5,1009,398,16137,0,1,2
01:30.6,1093,481,16138,0,1,2
01:30.7,400,112,16139,0,1,2
01:30.8,1745,105,16141,0,1,2
01:30.8,394,89,16140,0,1,2
01:31.1,1029,645,16142,0,1,2
01:31.4,1300,79,16143,0,1,2
01:31.8,203,162,16144,0,1,2
01:32.0,1026,405,16145,0,1,2
01:32.1,1316,218,16147,0,1,2
01:32.1,15,150,16146,0,1,2
01:32.5,2735,131,16148,0,1,2
01:32.6,1013,420,16149,0,1,2
01:32.8,315,116,16150,0,1,2
01:32.8,215,217,16151,0,1,2
01:33.1,1030,63,16152,0,1,2
01:33.6,1330,46,16153,0,1,2
01:33.9,1050,404,16154,0,1,2
01:33.9,120,12,16155,0,1,2
01:34.4,1076,448,16156,0,1,2
01:34.7,857,114,16157,0,1,2
01:34.8,402,117,16158,0,1,2
01:34.9,855,91,16159,0,1,2
01:35.1,388,86,16160,0,1,2
01:35.2,219,82,16161,0,1,2
01:35.3,1256,130,16163,0,1,2
01:35.3,209,217,16162,0,1,2
01:35.4,680,122,16164,0,1,2
01:35.5,403,129,16165,0,1,2
01:35.7,1055,385,16166,0,1,2
01:35.9,403,80,16167,0,1,2
01:36.2,2735,80,16169,0,1,2
01:36.2,1012,123,16168,0,1,2
01:36.5,1377,165,16170,0,1,2
01:36.6,1019,395,16171,0,1,2
01:36.7,4157,102,16174,0,1,2
01:36.7,1024,429,16173,0,1,2
01:36.7,1000,419,16172,0,1,2
01:36.8,1237,132,16175,0,1,2
01:36.8,539,129,16176,0,1,2
01:36.9,1065,396,16177,0,1,2
01:36.9,977,429,16179,0,1,2
01:36.9,291,147,16178,0,1,2
01:37.0,3751,131,16181,0,1,2
01:37.0,1745,107,16180,0,1,2
01:37.2,6949,103,16184,0,1,2
01:37.2,1057,401,16183,0,1,2
01:37.2,401,100,16182,0,1,2
01:37.3,1011,398,16185,0,1,2
01:37.4,824,90,16186,0,1,2
01:37.7,2144,101,16187,0,1,2
01:37.8,1060,179,16188,0,1,2
01:38.1,2593,113,16189,0,1,2
01:38.2,1821,90,16190,0,1,2
01:38.3,3815,68,16192,0,1,2
01:38.3,407,99,16191,0,1,2
01:38.5,1040,405,16194,0,1,2
01:38.5,1024,429,16193,0,1,2
01:39.0,4764,93,16195,0,1,2
01:39.1,5377,100,16196,0,1,2
01:39.5,1041,391,16197,0,1,2
01:39.7,1184,416,16198,0,1,2
01:39.8,390,98,16199,0,1,2
01:40.0,1316,239,16201,0,1,2
01:40.0,423,62,16200,0,1,2
01:40.2,200,205,16202,0,1,2
01:40.3,3185,83,16205,0,1,2
01:40.3,1438,101,16203,0,1,2
01:40.3,848,436,16204,0,1,2
01:40.4,315,56,16206,0,1,2
01:40.5,971,375,16207,0,1,2
01:40.5,266,74,16208,0,1,2
01:40.8,1540,97,16209,0,1,2
01:40.9,1050,404,16211,0,1,2
01:40.9,909,425,16210,0,1,2
01:41.0,1043,411,16212,0,1,2
01:41.0,181,236,16213,0,1,2
01:41.1,200,217,16214,0,1,2
01:41.3,1151,57,16215,0,1,2
01:41.5,203,181,16216,0,1,2
01:41.6,1194,119,16217,0,1,2
01:41.6,1014,395,16219,0,1,2
01:41.6,982,390,16218,0,1,2
01:42.5,307,18,16220,0,1,2
01:42.6,1076,401,16222,0,1,2
01:42.6,395,102,16221,0,1,2
01:43.3,971,475,16223,0,1,2
01:43.6,3292,139,16224,0,1,2
01:43.8,1023,430,16227,0,1,2
01:43.8,291,73,16225,0,1,2
01:43.8,194,147,16226,0,1,2
01:44.1,397,81,16228,0,1,2
01:44.3,2268,56,16229,0,1,2
01:44.4,3815,54,16230,0,1,2
01:44.5,4527,123,16231,0,1,2
01:44.6,1065,408,16232,0,1,2
01:44.7,427,142,16233,0,1,2
01:44.7,402,128,16234,0,1,2
01:45.0,1066,440,16236,0,1,2
01:45.0,203,181,16235,0,1,2
01:45.1,425,85,16237,0,1,2
01:45.2,444,94,16238,0,1,2
01:45.3,1417,90,16239,0,1,2
01:45.4,1043,448,16240,0,1,2
01:45.4,982,412,16241,0,1,2
01:45.4,394,92,16242,0,1,2
01:45.6,1076,448,16243,0,1,2
01:45.7,1416,396,16244,0,1,2
01:46.2,420,124,16245,0,1,2
01:46.3,357,100,16247,0,1,2
01:46.3,203,138,16246,0,1,2
01:46.4,423,72,16248,0,1,2
01:46.5,4869,77,16249,0,1,2
01:46.6,1032,401,16251,0,1,2
01:46.6,1020,550,16250,0,1,2
01:46.8,1031,394,16252,0,1,2
01:47.2,2409,76,16253,0,1,2
01:47.3,1072,442,16254,0,1,2
01:47.4,1058,407,16255,0,1,2
01:47.5,3356,61,16257,0,1,2
01:47.5,402,150,16256,0,1,2
01:48.0,408,105,16258,0,1,2
01:48.1,5158,122,16259,0,1,2
01:48.2,2452,151,16260,0,1,2
01:48.6,403,95,16261,0,1,2
01:48.9,2584,153,16262,0,1,2
01:48.9,857,121,16263,0,1,2
01:49.0,1926,170,16264,0,1,2
01:49.0,181,84,16265,0,1,2
01:49.1,947,94,16266,0,1,2
01:49.6,5377,85,16267,0,1,2
01:49.7,1076,438,16268,0,1,2
01:49.7,1031,414,16269,0,1,2
01:50.1,1127,77,16270,0,1,2
01:50.2,5277,71,16271,0,1,2
01:50.4,403,129,16272,0,1,2
01:50.7,1065,400,16274,0,1,2
01:50.7,1052,414,16273,0,1,2
01:51.0,397,162,16275,0,1,2
01:51.2,1038,414,16276,0,1,2
01:51.3,3751,126,16277,0,1,2
01:51.4,1033,414,16278,0,1,2
01:51.5,1031,404,16279,0,1,2
01:51.8,1320,154,16280,0,1,2
01:51.8,388,64,16281,0,1,2
01:51.9,1040,537,16282,0,1,2
01:51.9,200,217,16283,0,1,2
01:52.0,1024,411,16284,0,1,2
01:52.1,429,67,16285,0,1,2
01:52.3,920,77,16286,0,1,2
01:52.4,1055,427,16287,0,1,2
01:52.6,947,127,16288,0,1,2
01:53.1,1821,88,16290,0,1,2
01:53.1,1040,532,16289,0,1,2
01:53.6,3728,138,16291,0,1,2
01:54.0,697,93,16292,0,1,2
01:54.1,2239,96,16293,0,1,2
01:54.5,1093,72,16294,0,1,2
01:54.6,401,96,16295,0,1,2
01:54.9,247,105,16296,0,1,2
01:55.0,250,48,16297,0,1,2
01:55.2,4527,120,16298,0,1,2
01:55.4,1012,120,16299,0,1,2
01:55.4,242,14,16300,0,1,2
01:55.5,1010,430,16301,0,1,2
01:55.6,3090,91,16302,0,1,2
01:55.9,1209,440,16303,0,1,2
01:55.9,410,123,16304,0,1,2
01:56.0,1377,147,16305,0,1,2
01:56.2,395,113,16306,0,1,2
01:56.3,1066,410,16307,0,1,2
01:56.3,1010,431,16308,0,1,2
01:56.4,401,140,16309,0,1,2
01:56.7,673,94,16310,0,1,2
01:56.9,435,131,16311,0,1,2
01:57.2,395,102,16312,0,1,2
01:57.7,3292,149,16313,0,1,2
01:57.7,1241,70,16314,0,1,2
