arrival_timestamp,prompt_size,token_size,request_id,application_id,batch_size,request_type
20:23.8,2157,7,217,0,1,2
20:23.9,596,67,218,0,1,2
20:23.9,175,18,219,0,1,2
20:23.9,108,11,220,0,1,2
20:23.9,161,11,221,0,1,2
20:23.9,3399,19,222,0,1,2
20:24.0,1278,9,223,0,1,2
20:24.1,296,6,224,0,1,2
20:24.1,4629,6,225,0,1,2
20:24.1,842,7,226,0,1,2
20:24.4,220,6,227,0,1,2
20:24.4,4771,16,228,0,1,2
20:24.6,1059,9,229,0,1,2
20:24.6,1087,6,230,0,1,2
20:24.7,14,9,231,0,1,2
20:24.8,1326,6,232,0,1,2
20:25.0,627,48,233,0,1,2
20:25.0,4769,9,234,0,1,2
20:25.2,1326,6,235,0,1,2
20:25.7,1195,9,236,0,1,2
20:25.8,40,16,237,0,1,2
20:25.9,2187,13,238,0,1,2
20:25.9,4083,41,239,0,1,2
20:26.0,846,12,240,0,1,2
20:26.1,1260,19,241,0,1,2
20:26.1,1197,6,242,0,1,2
20:26.3,7435,13,243,0,1,2
20:26.3,6051,13,244,0,1,2
20:26.8,1196,18,245,0,1,2
20:27.2,847,32,246,0,1,2
20:27.2,7436,11,247,0,1,2
20:27.6,1257,9,248,0,1,2
20:27.7,4770,39,249,0,1,2
20:27.9,847,26,250,0,1,2
20:28.3,848,8,251,0,1,2
20:28.6,694,155,252,0,1,2
20:28.8,7435,13,253,0,1,2
20:28.8,847,8,254,0,1,2
20:28.8,1748,15,255,0,1,2
20:29.0,7335,11,256,0,1,2
20:29.2,4803,13,257,0,1,2
20:29.2,1200,6,258,0,1,2
20:29.5,694,16,259,0,1,2
20:29.5,1490,6,260,0,1,2
20:29.5,6054,6,261,0,1,2
20:29.6,847,13,262,0,1,2
20:29.7,1201,12,263,0,1,2
20:37.7,1141,22,264,0,1,2
20:37.8,377,11,265,0,1,2
20:37.9,7421,13,266,0,1,2
20:38.0,389,12,267,0,1,2
20:38.0,1144,10,268,0,1,2
20:38.0,3640,14,269,0,1,2
20:38.1,968,16,270,0,1,2
20:38.1,3376,118,271,0,1,2
20:38.2,2436,7,272,0,1,2
20:38.7,481,11,273,0,1,2
20:38.7,2165,10,274,0,1,2
20:38.7,103,13,275,0,1,2
20:38.7,3548,15,276,0,1,2
20:38.9,483,9,277,0,1,2
20:39.0,2113,145,278,0,1,2
20:39.0,2436,14,279,0,1,2
20:39.0,2437,13,280,0,1,2
20:39.1,1292,70,281,0,1,2
20:39.1,7429,9,282,0,1,2
20:39.2,7408,12,283,0,1,2
20:39.2,484,10,284,0,1,2
20:39.2,2575,16,285,0,1,2
20:39.2,2113,123,286,0,1,2
20:39.3,1282,15,287,0,1,2
20:39.3,2595,186,288,0,1,2
20:39.4,1852,12,289,0,1,2
20:39.4,878,17,290,0,1,2
20:39.5,945,9,291,0,1,2
20:39.5,7419,8,292,0,1,2
20:39.5,1148,39,293,0,1,2
20:39.5,55,6,294,0,1,2
20:39.7,239,10,295,0,1,2
20:39.8,55,8,296,0,1,2
20:39.8,56,9,297,0,1,2
20:40.6,486,16,298,0,1,2
20:40.8,176,88,299,0,1,2
20:40.8,881,12,300,0,1,2
20:40.8,1156,17,301,0,1,2
20:42.5,971,40,302,0,1,2
20:42.5,1006,7,303,0,1,2
20:43.6,2860,239,304,0,1,2
20:43.6,5219,8,305,0,1,2
20:43.6,1922,6,306,0,1,2
20:43.6,3378,8,307,0,1,2
20:43.7,2872,20,308,0,1,2
20:43.7,1175,9,309,0,1,2
20:43.8,6606,11,310,0,1,2
20:43.8,2005,13,311,0,1,2
20:43.8,882,11,312,0,1,2
20:43.8,881,8,313,0,1,2
20:43.8,1292,70,314,0,1,2
20:43.9,387,10,315,0,1,2
20:44.0,2172,14,316,0,1,2
20:44.0,2001,6,317,0,1,2
20:44.1,387,9,318,0,1,2
20:44.1,5423,9,319,0,1,2
20:44.1,35,17,320,0,1,2
20:44.3,879,14,321,0,1,2
20:44.4,917,11,322,0,1,2
20:44.5,4028,218,323,0,1,2
20:44.5,3379,7,324,0,1,2
20:44.5,3945,26,325,0,1,2
20:45.4,89,8,326,0,1,2
20:45.4,1202,7,327,0,1,2
20:45.4,6607,11,328,0,1,2
20:45.5,1294,6,329,0,1,2
20:45.5,6906,302,330,0,1,2
20:45.5,917,11,331,0,1,2
20:45.5,1096,16,332,0,1,2
20:45.6,1291,22,333,0,1,2
20:45.7,50,66,334,0,1,2
20:45.8,1847,8,335,0,1,2
20:45.8,736,21,336,0,1,2
20:45.9,5431,12,337,0,1,2
20:46.2,1575,28,338,0,1,2
20:46.2,727,7,339,0,1,2
20:46.3,45,16,340,0,1,2
20:46.3,2353,12,341,0,1,2
20:46.4,194,6,342,0,1,2
20:46.4,5881,6,343,0,1,2
20:46.4,3253,73,344,0,1,2
20:46.5,194,6,345,0,1,2
20:46.5,1233,153,346,0,1,2
20:46.5,195,13,347,0,1,2
20:46.5,195,14,348,0,1,2
20:46.5,2596,13,349,0,1,2
20:46.5,1258,16,350,0,1,2
20:46.6,5697,19,351,0,1,2
20:46.6,1031,9,352,0,1,2
20:46.6,5699,7,353,0,1,2
20:46.6,1648,10,354,0,1,2
20:46.6,552,12,355,0,1,2
20:46.6,1861,9,356,0,1,2
20:46.7,4681,58,357,0,1,2
20:46.7,5801,7,358,0,1,2
20:46.7,729,17,359,0,1,2
20:46.7,879,8,360,0,1,2
20:46.8,5886,8,361,0,1,2
20:46.8,3765,9,362,0,1,2
20:46.8,3760,13,363,0,1,2
20:46.8,53,42,364,0,1,2
20:46.8,108,15,365,0,1,2
20:47.5,134,6,366,0,1,2
20:47.6,7436,10,367,0,1,2
20:47.6,58,13,368,0,1,2
20:47.9,63,8,369,0,1,2
20:47.9,1863,15,370,0,1,2
20:48.2,65,16,371,0,1,2
20:48.3,2670,6,372,0,1,2
20:48.3,5801,91,373,0,1,2
20:48.4,5801,37,374,0,1,2
20:48.4,52,18,375,0,1,2
20:48.5,92,15,376,0,1,2
20:48.6,1291,48,377,0,1,2
20:48.6,1916,9,378,0,1,2
20:48.6,4030,72,379,0,1,2
20:48.6,2555,11,380,0,1,2
20:48.6,130,13,381,0,1,2
20:48.6,768,11,382,0,1,2
20:48.7,1469,10,383,0,1,2
20:48.7,1879,18,384,0,1,2
20:48.7,2241,10,385,0,1,2
20:48.7,2976,16,386,0,1,2
20:48.7,201,121,387,0,1,2
20:48.7,945,9,388,0,1,2
20:48.7,111,23,389,0,1,2
20:48.8,53,44,390,0,1,2
20:48.8,2174,8,391,0,1,2
20:48.8,2215,16,392,0,1,2
20:48.9,6611,10,393,0,1,2
20:48.9,1747,9,394,0,1,2
20:48.9,6919,16,395,0,1,2
20:48.9,6646,14,396,0,1,2
20:48.9,2608,33,397,0,1,2
20:49.1,2553,11,398,0,1,2
20:49.1,5442,11,399,0,1,2
20:49.1,110,12,400,0,1,2
20:49.2,324,10,401,0,1,2
20:49.2,883,10,402,0,1,2
20:49.4,928,6,403,0,1,2
20:49.5,1292,12,404,0,1,2
20:49.5,2608,34,405,0,1,2
20:49.5,2123,21,406,0,1,2
20:49.8,2116,33,407,0,1,2
20:49.9,2287,10,408,0,1,2
20:49.9,882,11,409,0,1,2
20:50.5,45,11,410,0,1,2
20:50.6,738,21,411,0,1,2
20:50.8,859,14,412,0,1,2
20:50.9,5452,10,413,0,1,2
20:50.9,6478,41,414,0,1,2
20:51.0,266,52,415,0,1,2
20:51.0,859,22,416,0,1,2
20:51.0,4035,25,417,0,1,2
20:51.1,4684,6,418,0,1,2
20:51.1,94,14,419,0,1,2
20:51.1,6918,49,420,0,1,2
20:51.2,50,20,421,0,1,2
20:51.2,6608,11,422,0,1,2
20:51.3,46,21,423,0,1,2
20:51.4,97,10,424,0,1,2
20:51.6,46,13,425,0,1,2
20:51.6,5461,13,426,0,1,2
20:51.6,4991,9,427,0,1,2
20:51.6,1969,100,428,0,1,2
20:51.6,4821,23,429,0,1,2
20:51.7,2979,11,430,0,1,2
20:51.8,1034,12,431,0,1,2
20:51.8,736,12,432,0,1,2
20:51.9,5801,61,433,0,1,2
20:51.9,2979,19,434,0,1,2
20:51.9,2242,17,435,0,1,2
20:52.2,163,53,436,0,1,2
20:52.2,2679,222,437,0,1,2
20:52.2,1469,10,438,0,1,2
20:52.3,193,11,439,0,1,2
20:52.3,313,26,440,0,1,2
20:52.3,5803,6,441,0,1,2
20:52.3,4685,6,442,0,1,2
20:52.3,1038,9,443,0,1,2
20:52.4,72,9,444,0,1,2
20:52.5,1469,10,445,0,1,2
20:52.5,4530,11,446,0,1,2
20:52.5,1650,39,447,0,1,2
20:53.6,46,9,448,0,1,2
20:53.6,47,12,449,0,1,2
20:53.7,94,13,450,0,1,2
20:53.7,5473,7,451,0,1,2
20:53.7,661,22,452,0,1,2
20:54.0,5473,7,453,0,1,2
20:54.0,3330,21,454,0,1,2
20:54.0,661,12,455,0,1,2
20:54.0,1980,9,456,0,1,2
20:54.4,3286,37,457,0,1,2
20:54.5,94,8,458,0,1,2
20:54.6,3286,19,459,0,1,2
20:54.6,863,16,460,0,1,2
20:54.6,865,16,461,0,1,2
20:54.7,3287,9,462,0,1,2
20:54.7,5590,76,463,0,1,2
20:54.7,1981,7,464,0,1,2
20:54.8,97,8,465,0,1,2
20:54.8,2124,13,466,0,1,2
20:54.9,5479,13,467,0,1,2
20:54.9,50,9,468,0,1,2
20:55.5,3325,12,469,0,1,2
20:55.6,429,9,470,0,1,2
20:55.6,10,7,471,0,1,2
20:55.6,863,15,472,0,1,2
20:55.6,5503,9,473,0,1,2
20:55.7,1338,11,474,0,1,2
20:55.7,3324,6,475,0,1,2
20:55.7,5491,13,476,0,1,2
20:55.7,1397,9,477,0,1,2
20:55.7,10,16,478,0,1,2
20:55.7,2130,12,479,0,1,2
20:55.8,4829,16,480,0,1,2
20:55.8,98,12,481,0,1,2
20:55.8,863,9,482,0,1,2
20:56.0,1802,15,483,0,1,2
20:56.0,3326,11,484,0,1,2
20:56.0,5511,12,485,0,1,2
20:56.0,100,6,486,0,1,2
20:56.0,866,18,487,0,1,2
20:56.1,103,10,488,0,1,2
20:56.2,2130,8,489,0,1,2
20:56.2,5480,22,490,0,1,2
20:56.2,7435,21,491,0,1,2
20:56.3,2130,10,492,0,1,2
20:56.4,50,53,493,0,1,2
20:56.4,14,89,494,0,1,2
20:56.4,3287,70,495,0,1,2
20:56.6,7436,25,496,0,1,2
20:56.6,2956,116,497,0,1,2
20:56.7,866,33,498,0,1,2
20:56.8,866,14,499,0,1,2
20:56.8,175,361,500,0,1,2
20:56.8,6922,300,501,0,1,2
20:56.9,60,19,502,0,1,2
20:56.9,15,85,503,0,1,2
20:56.9,5522,12,504,0,1,2
20:56.9,876,33,505,0,1,2
20:57.0,1397,9,506,0,1,2
20:57.0,5213,16,507,0,1,2
20:57.1,74,18,508,0,1,2
20:57.1,1001,12,509,0,1,2
20:57.1,5533,6,510,0,1,2
20:57.1,15,188,511,0,1,2
20:57.1,6490,7,512,0,1,2
20:57.1,301,12,513,0,1,2
20:57.1,876,59,514,0,1,2
20:57.2,3898,6,515,0,1,2
20:57.2,1125,14,516,0,1,2
20:57.2,3251,27,517,0,1,2
20:57.2,3738,65,518,0,1,2
20:57.2,3330,9,519,0,1,2
20:57.2,5214,9,520,0,1,2
20:57.2,4057,12,521,0,1,2
20:57.4,1264,9,522,0,1,2
20:57.4,1027,27,523,0,1,2
20:57.4,137,15,524,0,1,2
20:57.4,4057,24,525,0,1,2
20:57.4,15,10,526,0,1,2
20:57.5,81,10,527,0,1,2
20:57.5,4990,12,528,0,1,2
20:57.7,1026,17,529,0,1,2
20:57.7,17,88,530,0,1,2
20:57.7,2653,7,531,0,1,2
20:57.8,430,28,532,0,1,2
20:57.9,2653,8,533,0,1,2
20:58.0,497,16,534,0,1,2
20:58.0,7434,12,535,0,1,2
20:58.0,1421,25,536,0,1,2
20:58.1,1264,9,537,0,1,2
20:58.1,2654,7,538,0,1,2
20:58.1,17,206,539,0,1,2
20:58.2,15,248,540,0,1,2
20:58.2,408,7,541,0,1,2
20:58.3,17,43,542,0,1,2
20:58.5,5806,43,543,0,1,2
20:58.5,4685,6,544,0,1,2
20:58.5,3315,28,545,0,1,2
20:58.5,5803,87,546,0,1,2
20:58.5,409,56,547,0,1,2
20:58.5,143,9,548,0,1,2
20:58.5,2284,11,549,0,1,2
20:58.6,1469,10,550,0,1,2
20:58.7,1059,10,551,0,1,2
20:58.7,406,14,552,0,1,2
20:58.7,75,19,553,0,1,2
20:58.7,2963,79,554,0,1,2
20:58.8,7433,12,555,0,1,2
20:58.8,1496,23,556,0,1,2
20:58.8,3320,27,557,0,1,2
20:58.8,1471,8,558,0,1,2
20:58.8,145,12,559,0,1,2
20:59.0,18,55,560,0,1,2
20:59.0,3268,14,561,0,1,2
20:59.1,7436,14,562,0,1,2
20:59.1,200,12,563,0,1,2
20:59.1,1495,6,564,0,1,2
20:59.1,1473,14,565,0,1,2
20:59.1,196,6,566,0,1,2
20:59.1,5538,13,567,0,1,2
20:59.2,1880,13,568,0,1,2
20:59.3,76,17,569,0,1,2
20:59.3,4688,52,570,0,1,2
20:59.3,1037,9,571,0,1,2
20:59.3,1498,8,572,0,1,2
20:59.3,997,638,573,0,1,2
20:59.4,146,8,574,0,1,2
20:59.5,6,12,575,0,1,2
20:59.5,5806,51,576,0,1,2
20:59.5,198,11,577,0,1,2
20:59.6,3616,18,578,0,1,2
20:59.6,1472,9,579,0,1,2
20:59.6,1498,9,580,0,1,2
20:59.6,80,9,581,0,1,2
20:59.7,1053,9,582,0,1,2
20:59.7,881,10,583,0,1,2
20:59.7,1042,10,584,0,1,2
20:59.8,4695,48,585,0,1,2
20:59.8,52,17,586,0,1,2
20:59.9,1497,9,587,0,1,2
20:59.9,79,9,588,0,1,2
20:59.9,504,10,589,0,1,2
20:59.9,896,14,590,0,1,2
21:00.0,202,6,591,0,1,2
21:00.0,100,18,592,0,1,2
21:00.0,145,12,593,0,1,2
21:25.1,1164,18,594,0,1,2
21:25.2,2546,11,595,0,1,2
21:25.3,2132,71,596,0,1,2
21:25.3,1205,12,597,0,1,2
21:25.3,3738,10,598,0,1,2
21:25.6,3634,7,599,0,1,2
21:25.7,1542,8,600,0,1,2
21:25.7,3296,24,601,0,1,2
21:25.7,2616,18,602,0,1,2
21:25.8,4662,10,603,0,1,2
21:25.8,675,7,604,0,1,2
21:25.8,101,12,605,0,1,2
21:25.8,1456,13,606,0,1,2
21:26.2,1875,7,607,0,1,2
21:26.2,2615,22,608,0,1,2
21:26.2,3634,6,609,0,1,2
21:26.3,2547,6,610,0,1,2
21:26.5,1087,11,611,0,1,2
21:26.6,6055,10,612,0,1,2
21:26.6,248,9,613,0,1,2
21:26.6,1165,42,614,0,1,2
21:26.7,2822,56,615,0,1,2
21:27.0,678,16,616,0,1,2
21:27.1,2615,24,617,0,1,2
21:27.1,120,17,618,0,1,2
21:27.2,100,13,619,0,1,2
21:27.4,7436,12,620,0,1,2
21:27.8,965,9,621,0,1,2
21:27.8,2547,11,622,0,1,2
21:27.8,2616,19,623,0,1,2
21:27.9,1549,67,624,0,1,2
21:28.1,6056,8,625,0,1,2
21:28.2,1201,6,626,0,1,2
21:28.2,924,13,627,0,1,2
21:28.2,251,49,628,0,1,2
21:28.3,3297,12,629,0,1,2
21:28.4,2132,43,630,0,1,2
21:28.6,2096,7,631,0,1,2
21:28.7,264,8,632,0,1,2
21:28.9,2133,33,633,0,1,2
21:29.1,1872,19,634,0,1,2
21:29.3,7436,13,635,0,1,2
21:29.4,1163,16,636,0,1,2
21:29.5,56,18,637,0,1,2
21:29.8,599,6,638,0,1,2
21:29.8,264,14,639,0,1,2
21:29.9,908,23,640,0,1,2
21:29.9,1163,10,641,0,1,2
21:33.1,2755,9,642,0,1,2
21:33.2,3014,6,643,0,1,2
21:33.2,337,66,644,0,1,2
21:33.4,2545,7,645,0,1,2
21:33.4,143,6,646,0,1,2
21:33.5,349,13,647,0,1,2
21:33.5,5901,7,648,0,1,2
21:33.9,174,10,649,0,1,2
21:33.9,4078,12,650,0,1,2
21:33.9,7435,10,651,0,1,2
21:34.0,229,15,652,0,1,2
21:34.0,173,11,653,0,1,2
21:34.2,1432,25,654,0,1,2
21:34.5,2386,148,655,0,1,2
21:35.2,840,10,656,0,1,2
21:35.3,5957,13,657,0,1,2
21:35.4,3511,45,658,0,1,2
21:35.4,3014,13,659,0,1,2
21:35.8,172,14,660,0,1,2
21:36.0,4078,13,661,0,1,2
21:36.1,5902,21,662,0,1,2
21:36.1,2605,792,663,0,1,2
21:36.1,7435,9,664,0,1,2
21:36.2,3513,14,665,0,1,2
21:36.7,172,21,666,0,1,2
21:36.7,2504,16,667,0,1,2
21:37.1,1433,14,668,0,1,2
21:37.2,338,7,669,0,1,2
21:37.4,2504,17,670,0,1,2
21:37.7,1094,10,671,0,1,2
21:37.9,3768,41,672,0,1,2
21:37.9,1433,16,673,0,1,2
21:38.0,2867,6,674,0,1,2
21:38.0,5804,61,675,0,1,2
21:38.1,173,16,676,0,1,2
21:38.2,4075,10,677,0,1,2
21:38.2,2867,7,678,0,1,2
21:38.3,5961,11,679,0,1,2
21:38.3,7412,14,680,0,1,2
21:38.3,2506,10,681,0,1,2
21:38.4,144,6,682,0,1,2
21:38.5,2559,53,683,0,1,2
21:38.7,3514,87,684,0,1,2
21:38.7,41,8,685,0,1,2
21:38.8,1263,30,686,0,1,2
21:38.8,2507,6,687,0,1,2
21:38.9,2390,6,688,0,1,2
21:38.9,2093,9,689,0,1,2
21:39.0,2868,14,690,0,1,2
21:39.0,174,9,691,0,1,2
21:39.4,200,10,692,0,1,2
21:39.5,718,6,693,0,1,2
21:39.7,3514,49,694,0,1,2
21:39.7,3777,15,695,0,1,2
21:39.7,2868,17,696,0,1,2
21:40.0,201,8,697,0,1,2
21:40.0,5963,7,698,0,1,2
21:40.4,1951,48,699,0,1,2
21:40.7,178,8,700,0,1,2
21:40.7,1698,6,701,0,1,2
21:40.8,173,15,702,0,1,2
21:40.8,7435,139,703,0,1,2
21:40.9,363,8,704,0,1,2
21:41.4,1953,15,705,0,1,2
21:41.5,292,15,706,0,1,2
21:41.8,3385,22,707,0,1,2
21:42.0,3515,54,708,0,1,2
21:42.1,41,36,709,0,1,2
21:42.2,204,63,710,0,1,2
21:42.4,336,9,711,0,1,2
21:42.6,4075,24,712,0,1,2
21:42.6,179,11,713,0,1,2
21:42.7,1434,18,714,0,1,2
21:43.0,224,12,715,0,1,2
21:43.1,2403,37,716,0,1,2
21:45.9,127,71,717,0,1,2
21:46.1,3265,7,718,0,1,2
21:46.1,55,777,719,0,1,2
21:46.2,146,35,720,0,1,2
21:46.2,3480,13,721,0,1,2
21:46.3,2003,46,722,0,1,2
21:46.5,148,10,723,0,1,2
21:46.9,3480,12,724,0,1,2
21:47.0,4750,19,725,0,1,2
21:47.5,3480,10,726,0,1,2
21:47.6,148,32,727,0,1,2
21:48.1,3482,10,728,0,1,2
21:48.1,7436,14,729,0,1,2
21:48.1,247,13,730,0,1,2
21:48.2,741,18,731,0,1,2
21:48.5,7435,10,732,0,1,2
21:48.6,243,9,733,0,1,2
21:48.7,4749,39,734,0,1,2
21:48.9,3630,9,735,0,1,2
21:49.0,3281,6,736,0,1,2
21:49.1,6499,19,737,0,1,2
21:57.2,198,70,738,0,1,2
21:57.4,2689,22,739,0,1,2
21:57.4,747,8,740,0,1,2
21:57.4,1165,15,741,0,1,2
21:57.5,40,55,742,0,1,2
21:57.5,2330,8,743,0,1,2
21:57.7,356,8,744,0,1,2
21:58.0,298,60,745,0,1,2
