name,tag,iteration_start,iteration_end,batch_size,prompt_tasks_in_batch,memory,pending_requests,pending_tasks,blocked_tasks,pending_prompts,earliest_request_id,memory_allocs_size,num_contiguous_iterations,batch_tokens,pending_tokens
None_146,token,12.401635742187409,22.40163574218741,1,0,136205862400.0,2,1,0,0,15670,3,1.0,1,1
None_146,token,22.40163574218741,32.40163574218741,2,0,139438097920.0,3,1,0,0,15670,4,1.0,2,1
None_146,token,32.40163574218741,42.40163574218741,3,0,143800174080.0,4,1,0,0,15670,5,1.0,3,1
None_146,token,42.40163574218741,52.40163574218741,4,0,145024386560.0,5,1,0,0,15670,6,1.0,4,1
None_146,token,52.40163574218741,62.40163574218741,5,0,148052149760.0,6,1,0,0,15670,7,1.0,5,1
None_146,token,62.40163574218741,82.40163574218741,6,0,156097349120.0,7,1,0,0,15670,8,2.0,6,1
None_146,token,82.40163574218741,102.40163574218741,7,0,157431662080.0,8,1,0,0,15670,9,2.0,7,1
None_146,token,102.40163574218741,112.40163574218741,8,0,160370296320.0,9,1,0,0,15670,10,1.0,8,1
None_146,token,112.40163574218741,122.40163574218741,9,0,165212096000.0,10,1,0,0,15670,11,1.0,9,1
None_146,token,122.40163574218741,142.4016357421874,10,0,168148108800.0,11,1,0,0,15670,12,2.0,10,1
None_146,token,142.4016357421874,162.4016357421874,11,0,171341022720.0,12,1,0,0,15670,13,2.0,11,1
None_146,token,162.4016357421874,172.4016357421874,12,0,175094924800.0,13,1,0,0,15670,14,1.0,12,1
None_146,token,172.4016357421874,192.4016357421874,13,0,178007344640.0,14,1,0,0,15670,15,2.0,13,1
None_146,token,192.4016357421874,202.4016357421874,14,0,179459622400.0,15,1,0,0,15670,16,1.0,14,1
None_146,token,202.4016357421874,212.4016357421874,15,0,183640819200.0,16,1,0,0,15670,17,1.0,15,1
None_146,token,212.4016357421874,242.4016357421874,16,0,186894026240.0,17,1,0,0,15670,18,3.0,16,1
None_146,token,242.4016357421874,272.4016357421874,17,0,190613849600.0,18,1,0,0,15670,19,3.0,17,1
None_146,token,272.4016357421874,292.4016357421874,18,0,192826344960.0,19,1,0,0,15670,20,2.0,18,1
None_146,token,292.4016357421874,302.4016357421874,19,0,206127531520.0,20,1,0,0,15670,21,1.0,19,1
None_146,token,302.4016357421874,382.4016357421874,20,0,208893150720.0,21,1,0,0,15670,22,8.0,20,1
None_146,token,382.4016357421874,412.4016357421874,21,0,213291927040.0,22,1,0,0,15670,23,3.0,21,1
None_146,token,412.4016357421874,432.4016357421874,22,0,218786465280.0,23,1,0,0,15670,24,2.0,22,1
None_146,token,432.4016357421874,462.4016357421874,23,0,220545451520.0,25,2,0,0,15670,26,3.0,23,2
None_146,token,462.4016357421874,472.4016357421874,25,0,221751313920.0,26,1,0,0,15670,27,1.0,25,1
None_146,token,472.4016357421874,482.4016357421874,26,0,224684705280.0,27,1,0,0,15670,28,1.0,26,1
None_146,token,482.4016357421874,502.4016357421874,27,0,226283783680.0,28,1,0,0,15670,29,2.0,27,1
None_146,token,502.4016357421874,512.4016357421874,28,0,229725734400.0,29,1,0,0,15670,30,1.0,28,1
None_146,token,512.4016357421874,542.4016357421874,29,0,234399761920.0,30,1,0,0,15670,31,3.0,29,1
None_146,token,542.4016357421874,562.4016357421874,30,0,237521896960.0,31,1,0,0,15670,32,2.0,30,1
None_146,token,562.4016357421874,592.4016357421874,31,0,241501242880.0,32,1,0,0,15670,33,3.0,31,1
None_146,token,592.4016357421874,622.4016357421874,32,0,245260387840.0,33,1,0,0,15670,34,3.0,32,1
None_146,token,622.4016357421874,662.4016357421874,33,0,249475663360.0,34,1,0,0,15670,35,4.0,33,1
None_146,token,662.4016357421874,682.4016357421874,34,0,253462873600.0,35,1,0,0,15670,36,2.0,34,1
None_146,token,682.4016357421874,722.4016357421874,35,0,255565268480.0,36,1,0,0,15670,37,4.0,35,1
None_146,token,722.4016357421874,732.4016357421874,36,0,258600896000.0,37,1,0,0,15670,38,1.0,36,1
None_146,token,732.4016357421874,762.4016357421874,37,0,262593349120.0,38,1,0,0,15670,39,3.0,37,1
None_146,token,762.4016357421874,792.4016357421874,38,0,263631439360.0,38,0,0,0,15670,39,3.0,38,0
None_146,token,792.4016357421874,802.4016357421874,37,0,263364052480.0,39,2,0,0,15670,40,1.0,37,2
None_146,token,802.4016357421874,812.4016357421874,39,0,268294981120.0,41,2,0,0,15670,42,1.0,39,2
None_146,token,812.4016357421874,972.4016357421874,41,0,269933381120.0,41,0,0,0,15670,42,16.0,41,0
None_146,token,972.4016357421874,992.4016357421874,40,0,269099763200.0,40,0,0,0,15670,41,2.0,40,0
None_146,token,992.4016357421874,1002.4016357421874,39,0,268074780160.0,40,1,0,0,15670,41,1.0,39,1
None_146,token,1002.4016357421874,1032.4016357421874,40,0,272001697280.0,41,1,0,0,15670,42,3.0,40,1
None_146,token,1032.4016357421874,1062.4016357421874,40,0,272756672000.0,41,1,0,0,15730,42,3.0,40,1
None_146,token,1062.4016357421874,1072.4016357421874,41,0,274295457280.0,42,1,0,0,15730,43,1.0,41,1
None_146,token,1072.4016357421874,1082.4016357421874,41,0,276728153600.0,42,1,0,0,15730,43,1.0,41,1
None_146,token,1082.4016357421874,1112.4016357421874,42,0,287829952000.0,43,1,0,0,15730,44,3.0,42,1
None_146,token,1112.4016357421874,1132.4016357421874,43,0,287926945280.0,43,0,0,0,15730,44,2.0,43,0
None_146,token,1132.4016357421874,1142.4016357421874,42,0,284036728320.0,42,0,0,0,15730,43,1.0,42,0
None_146,token,1142.4016357421874,1152.4016357421874,41,0,285496870400.0,42,1,0,0,15730,43,1.0,41,1
None_146,token,1152.4016357421874,1172.4016357421874,42,0,287808980480.0,43,1,0,0,15730,44,2.0,42,1
None_146,token,1172.4016357421874,1182.4016357421874,43,0,290800043520.0,44,1,0,0,15730,45,1.0,43,1
None_146,token,1182.4016357421874,1192.4016357421874,44,0,291832890880.0,44,0,0,0,15730,45,1.0,44,0
None_146,token,1192.4016357421874,1202.4016357421874,43,0,293164582400.0,44,1,0,0,15730,45,1.0,43,1
None_146,token,1202.4016357421874,1212.4016357421874,44,0,297028584960.0,45,1,0,0,15730,46,1.0,44,1
None_146,token,1212.4016357421874,1232.4016357421874,45,0,300800837120.0,46,1,0,0,15730,47,2.0,45,1
None_146,token,1232.4016357421874,1252.4016357421874,46,0,304866690560.0,47,1,0,0,15730,48,2.0,46,1
None_146,token,1252.4016357421874,1262.4016357421874,47,0,305847109120.0,47,0,0,0,15730,48,1.0,47,0
None_146,token,1262.4016357421874,1272.4016357421874,46,0,304829990400.0,49,3,0,0,15730,50,1.0,46,3
None_146,token,1272.4016357421874,1292.4016357421874,49,0,309239252480.0,50,1,0,0,15730,51,2.0,49,1
None_146,token,1292.4016357421874,1302.4016357421874,49,0,307747653120.0,54,5,0,0,15730,55,1.0,49,5
None_146,token,1302.4016357421874,1332.4016357421874,54,0,321997800960.0,55,1,0,0,15730,56,3.0,54,1
None_146,token,1332.4016357421874,1362.4016357421874,54,0,319798412800.0,54,0,0,0,15730,55,3.0,54,0
None_146,token,1362.4016357421874,1382.4016357421874,53,0,321549534720.0,54,1,0,0,15730,55,2.0,53,1
None_146,token,1382.4016357421874,1402.4016357421874,54,0,325287708160.0,55,1,0,0,15730,56,2.0,54,1
None_146,token,1402.4016357421874,1412.4016357421874,55,0,325680924160.0,55,0,0,0,15730,56,1.0,55,0
None_146,token,1412.4016357421874,1422.4016357421874,54,0,326522406400.0,56,2,0,0,15730,57,1.0,54,2
None_146,token,1422.4016357421874,1452.4016357421874,56,0,329552791040.0,57,1,0,0,15730,58,3.0,56,1
None_146,token,1452.4016357421874,1462.4016357421874,57,0,333225428480.0,58,1,0,0,15730,59,1.0,57,1
None_146,token,1462.4016357421874,1472.4016357421874,57,0,337571776000.0,58,1,0,0,15730,59,1.0,57,1
None_146,token,1472.4016357421874,1482.4016357421874,58,0,337799841280.0,58,0,0,0,15730,59,1.0,58,0
None_146,token,1482.4016357421874,1492.4016357421874,57,0,334153418240.0,60,3,0,0,15730,61,1.0,57,3
None_146,token,1492.4016357421874,1502.4016357421874,60,0,345268323840.0,61,1,0,0,15730,62,1.0,60,1
None_146,token,1502.4016357421874,1562.4016357421874,61,0,348353758720.0,62,1,0,0,15730,63,6.0,61,1
None_146,token,1562.4016357421874,1592.4016357421874,62,0,351963481600.0,63,1,0,0,15730,64,3.0,62,1
None_146,token,1592.4016357421874,1602.4016357421874,62,0,353596638720.0,63,1,0,0,15730,64,1.0,62,1
None_146,token,1602.4016357421874,1622.4016357421874,63,0,358669125120.0,64,1,0,0,15730,65,2.0,63,1
None_146,token,1622.4016357421874,1652.4016357421874,64,0,361702131200.0,65,1,0,0,15730,66,3.0,64,1
None_146,token,1652.4016357421874,1682.4016357421874,65,0,365477004800.0,66,1,0,0,15730,67,3.0,65,1
None_146,token,1682.4016357421874,1702.4016357421874,66,0,367631828480.0,67,1,0,0,15730,68,2.0,66,1
None_146,token,1702.4016357421874,1712.4016357421874,67,0,370507548160.0,68,1,0,0,15730,69,1.0,67,1
None_146,token,1712.4016357421874,1732.4016357421874,68,0,382175577600.0,69,1,0,0,15730,70,2.0,68,1
None_146,token,1732.4016357421874,1802.4016357421874,68,0,384456230400.0,69,1,0,0,15730,70,7.0,68,1
None_146,token,1802.4016357421874,1812.4016357421874,68,0,381732554240.0,69,1,0,0,15730,70,1.0,68,1
None_146,token,1812.4016357421874,1822.4016357421874,69,0,384964789760.0,70,1,0,0,15730,71,1.0,69,1
None_146,token,1822.4016357421874,1852.4016357421874,70,0,389688624640.0,71,1,0,0,15730,72,3.0,70,1
None_146,token,1852.4016357421874,1872.4016357421874,71,0,392142292480.0,71,0,0,0,15730,72,2.0,71,0
None_146,token,1872.4016357421874,1892.4016357421874,70,0,394349544960.0,71,1,0,0,15730,72,2.0,70,1
None_146,token,1892.4016357421874,1942.4016357421874,71,0,399825733120.0,72,1,0,0,15730,73,5.0,71,1
None_146,token,1942.4016357421874,1992.4016357421874,71,0,401490347520.0,72,1,0,0,15730,73,5.0,71,1
None_146,token,1992.4016357421874,2002.4016357421874,72,0,402562516480.0,72,0,0,0,15730,73,1.0,72,0
None_146,token,2002.4016357421874,2012.4016357421874,71,0,401495590400.0,75,4,0,0,15730,76,1.0,71,4
None_146,token,2012.4016357421874,2042.4016357421874,75,0,405294056960.0,75,0,0,0,15730,76,3.0,75,0
None_146,token,2042.4016357421874,2062.4016357421874,74,0,405587658240.0,75,1,0,0,15730,76,2.0,74,1
None_146,token,2062.4016357421874,2072.4016357421874,75,0,408961451520.0,76,1,0,0,15730,77,1.0,75,1
None_146,token,2072.4016357421874,2082.4016357421874,75,0,408979801600.0,75,0,0,0,15730,76,1.0,75,0
None_146,token,2082.4016357421874,2092.4016357421874,73,0,409037473280.0,74,1,0,0,15730,75,1.0,73,1
None_146,token,2092.4016357421874,2102.4016357421874,73,0,411268318720.0,75,2,0,0,15730,76,1.0,73,2
None_146,token,2102.4016357421874,2112.4016357421874,75,0,415171642880.0,77,2,0,0,15730,78,1.0,75,2
None_146,token,2112.4016357421874,2122.4016357421874,77,0,415732631040.0,77,0,0,0,15730,78,1.0,77,0
None_146,token,2122.4016357421874,2142.4016357421874,76,0,416010503680.0,78,2,0,0,15730,79,2.0,76,2
None_146,token,2142.4016357421874,2152.4016357421874,78,0,417727546880.0,79,1,0,0,15730,80,1.0,78,1
None_146,token,2152.4016357421874,2182.4016357421874,79,0,420881139200.0,80,1,0,0,15730,81,3.0,79,1
None_146,token,2182.4016357421874,2202.4016357421874,80,0,425725560320.0,81,1,0,0,15730,82,2.0,80,1
None_146,token,2202.4016357421874,2212.4016357421874,81,0,426380920320.0,81,0,0,0,15730,82,1.0,81,0
None_146,token,2212.4016357421874,2222.4016357421874,80,0,423290242560.0,84,4,0,0,15730,85,1.0,80,4
None_146,token,2222.4016357421874,2232.4016357421874,83,0,424941749760.0,87,4,0,0,15730,88,1.0,83,4
None_146,token,2232.4016357421874,2242.4016357421874,86,0,427741447680.0,87,1,0,0,15730,88,1.0,86,1
None_146,token,2242.4016357421874,2252.4016357421874,87,0,431015626240.0,88,1,0,0,15730,89,1.0,87,1
None_146,token,2252.4016357421874,2262.4016357421874,88,0,434989729280.0,89,1,0,0,15730,90,1.0,88,1
None_146,token,2262.4016357421874,2282.4016357421874,89,0,436153648640.0,89,0,0,0,15730,90,2.0,89,0
None_146,token,2282.4016357421874,2292.4016357421874,88,0,437716026880.0,89,1,0,0,15730,90,1.0,88,1
None_146,token,2292.4016357421874,2302.4016357421874,89,0,449541342720.0,90,1,0,0,15730,91,1.0,89,1
None_146,token,2302.4016357421874,2342.4016357421874,90,0,449680279040.0,90,0,0,0,15730,91,4.0,90,0
None_146,token,2342.4016357421874,2352.4016357421874,89,0,451381593600.0,92,3,0,0,15730,93,1.0,89,3
None_146,token,2352.4016357421874,2372.4016357421874,92,0,455599490560.0,93,1,0,0,15730,94,2.0,92,1
None_146,token,2372.4016357421874,2382.4016357421874,93,0,457772664320.0,94,1,0,0,15730,95,1.0,93,1
None_146,token,2382.4016357421874,2392.4016357421874,94,0,460873827840.0,95,1,0,0,15730,96,1.0,94,1
None_146,token,2392.4016357421874,2402.4016357421874,94,0,460685084160.0,95,1,0,0,15730,96,1.0,94,1
None_146,token,2402.4016357421874,2412.4016357421874,95,0,464824337920.0,96,1,0,0,15730,97,1.0,95,1
None_146,token,2412.4016357421874,2432.4016357421874,96,0,475653506560.0,97,1,0,0,15730,98,2.0,96,1
None_146,token,2432.4016357421874,2492.4016357421874,97,0,480707642880.0,99,2,0,0,15730,100,6.0,97,2
None_146,token,2492.4016357421874,2502.4016357421874,99,0,481106101760.0,99,0,0,0,15730,100,1.0,99,0
None_146,token,2502.4016357421874,2512.4016357421874,98,0,480636864000.0,99,1,0,0,15730,100,1.0,98,1
None_146,token,2512.4016357421874,2522.4016357421874,99,0,484034250240.0,100,1,0,0,15730,101,1.0,99,1
None_146,token,2522.4016357421874,2532.4016357421874,100,0,487971653120.0,101,1,0,0,15730,102,1.0,100,1
None_146,token,2532.4016357421874,2552.4016357421874,101,0,490168419840.0,102,1,0,0,15730,103,2.0,101,1
None_146,token,2552.4016357421874,2562.4016357421874,102,0,493078218240.0,103,1,0,0,15730,104,1.0,102,1
None_146,token,2562.4016357421874,2582.4016357421874,103,0,496221324800.0,105,2,0,0,15730,106,2.0,103,2
None_146,token,2582.4016357421874,2592.4016357421874,105,0,499353945600.0,106,1,0,0,15730,107,1.0,105,1
None_146,token,2592.4016357421874,2612.4016357421874,106,0,502968911360.0,107,1,0,0,15730,108,2.0,106,1
None_146,token,2612.4016357421874,2622.4016357421874,107,0,506405619200.0,108,1,0,0,15730,109,1.0,107,1
