instance_names,utilizations,tot_energy,noc_energy,dram_energy,comp_energy,memory_peak
Tile,0.4688374917312158,68022.8786677211,1299.13583157615,66722.59682812396,1.1460080193157802,475.07568359375
Tile,0.4704254960719958,68709.15345607125,1295.9955762999803,67412.00766868601,1.150211083726068,467.44873046875
Tile,0.4701710643314962,67858.27615502547,1302.9917104712595,66554.1379107722,1.146533780342041,479.27978515625
Tile,0.4691285830019336,68858.56362449437,1320.1292203510534,67537.27124940402,1.1631547374782096,472.15087890625
Tile,0.9569605700045832,219313.12394655112,3673.924725655481,215636.8040491609,2.3951717346639674,32.2119140625
Tile,0.9788722135632756,219774.7670160189,3685.456712593924,216086.90617014942,2.4041332752321387,34.60205078125
Tile,0.9694772937204834,232175.59490344176,3888.3697308466444,228284.69058606992,2.5345865254597753,22.63916015625
Tile,0.9723635769433102,234400.01612065113,3930.978742503487,230466.47298193214,2.5643962155096798,22.72216796875
Tile,0.959311551066679,221677.3351570095,3717.446223424694,217957.46390037768,2.4250332071555447,65.5712890625
Tile,0.9643638520330045,232287.90308649826,3887.1731564634256,228398.1972931809,2.532636853882495,37.70751953125
Tile,0.9652309617759169,227255.91025390627,3815.5532697231265,223437.86622242385,2.4907617591792772,21.3818359375
Tile,0.9602624038199703,221539.897901656,3715.5883892112956,217821.88552152374,2.4239909212186714,42.7587890625
Tile,0.974674876387719,243249.798324928,4063.6371663192745,239183.51620233373,2.644956274967854,19.61669921875
Tile,0.9646717607916557,223547.24795092863,3746.4348849953053,219798.3700215732,2.4430443592398463,33.52783203125
Tile,0.9563744800765938,230422.02980852278,3859.4241572222327,226560.0897720749,2.5158792252173683,22.60498046875
Tile,0.9659478485216014,221658.3829712964,3718.961602990727,217936.9946507026,2.4267176034797675,20.224609375
Tile,0.9493526085163418,224087.316573654,3751.848375057983,220333.02300573638,2.4451928596153154,25.3369140625
Tile,0.9894216215309104,234275.9531682818,3921.162779190653,230352.2353324783,2.5550566131726233,20.283203125
Tile,0.9712699213371984,223889.1396887228,3749.4969863991737,220137.18992934574,2.452772977743384,30.3515625
Tile,0.9612341189643417,221918.28687451742,3721.779219935237,218194.07968383178,2.427970750169133,99.82421875
Tile,0.959251839496611,241935.101807311,4054.0599853902277,237878.3983798616,2.643442059421478,25.57373046875
Tile,0.9668053990591511,225353.0721259034,3773.483357884953,221577.12930667732,2.4594613408899133,69.57275390625
Tile,0.9664921410854874,223903.07852468378,3750.5204419124493,220150.1130874696,2.4449953017571096,75.84716796875
Tile,0.96878273683531,220762.350311289,3689.610270229957,217070.32276597855,2.4172750802644423,30.87158203125
Tile,0.9621529344813576,240396.6887770839,4017.057542033527,236377.01618391686,2.615051133020808,30.98876953125
Tile,0.9632017818519062,229444.75642375308,3842.6188208165427,225599.63284469943,2.5047582365588905,29.6044921875
Tile,0.9508456412942466,222053.0717581197,3721.6784382399715,218328.9663111021,2.427008777559811,27.5048828125
Tile,0.9998125669040148,227428.1653886989,3809.0105575422654,223616.67191746694,2.482913688661397,43.9794921875
Tile,0.9588534819161483,235466.4384329098,3938.6742608455497,231525.1986229755,2.5655490889977215,18.35693359375
Tile,0.9639542935309793,226865.7897177238,3794.4471133715547,223068.8711392231,2.4714651291317833,20.01220703125
Tile,0.9633433660023083,227840.5778181033,3811.3128933223293,224026.7822604701,2.48266431100388,26.15966796875
Tile,0.9510353839324875,229987.36773254196,3851.3731143791974,226133.48428015632,2.51033800585465,25.93017578125
Tile,0.96721034390001,225594.89664322668,3776.076522036263,221816.359523237,2.460597953802525,53.75732421875
Tile,0.9578245958548983,231597.92397912723,3882.972971138162,227712.41831334174,2.532694647098972,30.087890625
Tile,0.9597773690380152,220704.09218147866,3698.8583229071605,217002.82181147882,2.4120470927143125,32.65625
Tile,0.9503174831403239,220056.28880504458,3686.451427104046,216367.4340102236,2.403367716931025,22.119140625
