request_ids,response_times,queue_times,ttft_times,tbt_times,nth_token_overheads,prompt_sizes,token_sizes
10272,27.519438701770014,0.24770070525892152,0.5645104439315674,0.20576281112853775,0.14682549564895453,398,131
10416,17.6264997571227,0.0,0.060120000646520566,0.21422414337166074,0.09153247926451513,380,82
8761,124.52815752179959,0.009487158534511764,0.1685344515358338,0.22010552755798893,0.04870456811954682,1020,565
10521,11.47815752179963,0.6049444951509031,1.2676359666090775,0.21724513947213941,0.09907168695872315,4091,47
10541,10.107140927903174,0.4228066409079929,1.0830682976334174,0.21485887214927993,0.10117883140696904,4076,42
10471,14.79372261717458,0.39532772528787063,1.0573712461507512,0.2050201697167736,0.0312577863826391,4087,67
10443,16.4026746556774,0.09532404749734269,0.15623510078376057,0.20565113360624862,0.08968876921562696,385,79
10382,20.661335596723575,0.006721274769461161,0.10230557928889539,0.2119487630663369,0.0984725879754933,181,97
10522,11.763583613583023,0.5929161226531505,1.257389458248781,0.21012388310668484,0.15731160805421496,4102,50
9229,97.03860030380997,1.3657588888229384,1.5985684286617925,0.2159276739256746,0.04645632878782635,1094,442
10324,24.873843983434654,0.007272211141980733,0.07245494868493552,0.21380507788577344,0.06819642560208194,412,116
10534,11.320524041614817,0.43087265549320364,0.7377722583485138,0.21597452618910823,0.17290402947537586,758,49
10448,16.548996771918155,0.024511685549214235,0.08827052833999005,0.20321884251331068,0.10026921114081233,403,81
9177,100.11399368223488,0.9837795672251559,1.2266565466247812,0.21877729454780995,0.10874010610132245,1168,452
10288,27.20807301073546,0.0,0.06296779015065113,0.21891213887568395,0.1359572117701191,398,124
10018,45.72104751545953,0.15374571656798253,0.24761480518236567,0.20955498944828188,0.0025754886250979325,203,217
10332,24.561749669647952,0.0,0.6675511009239017,0.21921283090572524,0.1275854671016532,4121,109
10550,10.801352599262373,0.6330682976333719,1.293167966709916,0.23190694225737699,0.1704434351349846,4075,41
10410,19.272605721682567,0.0,0.06502452701488437,0.2158155190412099,0.15147116168805042,411,89
9322,91.7779154430857,0.7599736189667965,1.026918071065893,0.2280175813367332,0.12458629722391379,1110,398
9442,84.3343571438104,0.0,0.17319142119094977,0.2186004304483622,0.042571987111159615,1101,385
10298,26.99886294924545,0.0,0.06265136909473767,0.20720162753962085,0.12237845603863207,396,130
10360,23.213028478942988,0.00857950684530806,0.07471150755645795,0.2047638670034206,0.096442122468261,418,113
10394,20.88759510784962,0.0,0.06407526384691664,0.22152680685109258,0.12864864179323376,405,94
10566,9.836378053538056,0.4563417463305086,1.1193571930864437,0.20754811572503837,0.027689647094121028,4093,42
10474,15.95838909673671,0.6508298670448767,0.930201314851729,0.20586558605321892,0.16364357339921298,1382,73
9648,71.08269914885364,0.0,0.05727221114216263,0.217869407784391,0.12163065996719524,181,326
10544,11.622504553169847,0.5675480907646033,0.8444026786812628,0.219961262744665,0.1683136492877111,1335,49
10553,11.02250455316971,0.0,0.661233582618479,0.22045257384151556,0.17330445772563507,4082,47
10512,13.832120126497784,0.07216648433768569,0.13197006392806543,0.21406484472765186,0.03141575118365836,378,64
10557,10.912910558089607,0.5622055085116244,0.884206270707864,0.213376686965569,0.16046058520601036,1058,47
10413,19.77168431192331,0.0,0.06423347437498705,0.22394830497214002,0.056971731784187796,406,88
10548,11.421684311923173,0.5444026786810809,1.2064461995439615,0.23216450255407298,0.22309840775346856,4087,44
10635,6.413300620142081,0.28988582057172607,0.9504714525949112,0.2276178819811321,0.21417096079062503,4078,24
10397,20.664975389795927,0.0,0.06423347437498705,0.21237878263320556,0.06536399916103619,406,97
10497,15.135158224751422,0.3946067300314553,1.0568122385432162,0.22707009655174526,0.10635960944773615,4088,62
10480,16.367998522337302,0.0,0.6485985460080883,0.21533424625108513,0.08764144744782243,4004,73
10581,9.225971524587067,0.0,0.6605856320231851,0.2039377593467591,0.17686278392102395,4078,42
9333,92.12167979754145,0.638404144642891,0.8759327967759418,0.21673574109445487,0.215833130840565,1101,421
8705,131.06662480364798,0.05594747973077574,0.36221786761348085,0.2211580489611413,0.18847645792925505,1182,591
10436,19.117656146281206,0.11569566135312925,0.23778784803948838,0.22211609762637316,0.12150049146293895,391,85
10559,11.317656146281251,0.6431679667100525,1.3032676357865967,0.23289275605801524,0.17525405001947547,4075,43
10319,26.9062167831853,0.0,0.06391705331884623,0.2064792286912804,0.14789206314731018,404,130
9426,87.11639543831234,0.6287190972213921,0.7926295975673838,0.22421757361232456,0.17533902410400515,1042,385
10274,29.966395438312247,0.14770070525901247,0.4645104439316583,0.2185324814398562,0.05153495512877271,1217,135
10433,19.35704353196661,0.3244913539792833,0.5786942028844351,0.21584309573657673,0.12456750597220889,1616,87
10438,19.084140577666858,0.02795240676027788,0.23449222149588422,0.20052817400181888,0.18931717832197137,436,94
10311,27.489154048413866,0.0,0.19537124897306057,0.2201111516083936,0.008278892006956085,1242,124
10173,35.914772802206016,0.0,0.06407526384691664,0.2159680574599946,0.047763198989059674,405,166
10312,27.539210179709244,0.0,0.06692305335127458,0.20052764325808736,0.017413829339147924,423,137
10314,27.5070042811235,0.01692305335132005,0.14696760468768844,0.20727300512451372,0.10032544155274081,438,132
10378,23.33239115255674,0.6390195997005321,0.7072083372759153,0.20949243347482244,0.07838008440035082,431,108
10435,19.691489676499714,0.16569566135308378,0.2877878480394429,0.20424949293116074,0.037978049929961344,392,95
10425,20.201451001807982,0.0,0.06439168490283009,0.21652751953661453,0.10319506020596236,407,93
10377,23.6052881623159,0.3691709774125229,0.42881634647483224,0.21262818179670706,0.12574960979236494,377,109
10492,16.634045235833128,0.41335628788510803,0.5335773299477751,0.2146729054118047,0.08880369657663323,382,75
10575,10.813480232002348,0.2610151352637331,0.9216007672869182,0.2150408579285963,0.04929408360226262,4078,46
10477,17.535034143860457,0.3440311540280163,0.537829365569678,0.19996711503871506,0.18306396832235805,400,85
10507,15.4861643271488,0.009213928831741214,0.0701249821181591,0.20284262296092948,0.0632605581045027,385,76
10609,8.875364892973494,0.02587243080142798,0.6892118528551237,0.20990136000303514,0.00389454316427873,4095,39
10256,32.16099571122027,0.29885761843752334,0.5057120406593185,0.2124515682587983,0.1478784242265192,1315,149
10711,4.149868747137816,1.125920150330785,1.3743027607399654,0.1982547133141322,0.027669554197927937,237,14
10387,23.667488000672847,0.0,0.06549915859909561,0.2145635349279432,0.17833426387073814,414,110
