request_ids,response_times,queue_times,ttft_times,tbt_times,nth_token_overheads,prompt_sizes,token_sizes
189,7.884656026998414,0.0,0.011611343919952333,0.03628131190358738,0.016486841428076104,209,217
214,6.9393300291284845,0.0,0.011611343919952333,0.04276369558770699,1.3467385896591395,209,162
234,6.5644427308333775,0.006962049492329925,0.018240053395430778,0.036570964678424286,0.032737009798154304,203,179
19295,40.05892297064014,7.116646760716321,7.145736510689318,0.0800807456446492,18.028872687285997,1080,411
281,4.593345692559296,0.0,0.010055757174683322,0.03580695262019229,0.03329925508396059,181,128
265,5.226776306963416,0.0,0.014222507385198924,0.036968466663675294,0.015227669016070422,78,141
276,4.855559174474507,0.0,0.014222507385198924,0.03612937811260678,0.00803029397494015,40,134
16298,156.6116506388984,0.0,0.12835298585757826,1.3040274804420067,152.02634593424557,4527,120
395,0.5581887010931439,0.0,0.014222507385198924,0.03399788710674656,0.008194646479296352,91,16
241,6.702570195191868,0.0,0.009500190479968751,0.036574153031212565,0.00594116379053844,171,183
359,2.0945013794718648,0.0,0.02855105089943777,0.03561983325124874,0.026713677858310803,1060,58
195,8.354472491427998,0.0,0.010944663886277795,0.038449436993279816,0.4627805814812689,197,217
223,7.764529563901647,0.009111627968991343,0.042807255021045876,0.08485409130638023,4.361292130013538,857,91
270,5.866335559271789,0.0,0.02253213408312149,0.054109290973969146,2.030220302909811,846,108
300,4.69644097220683,0.0,0.011416895576786601,0.057839803415185714,1.698814643739496,411,81
330,4.215611608037875,0.0,0.02383718676642843,0.03676995106378462,0.007298339183165581,895,114
55,14.540620916362315,0.0,0.02327787847357854,0.035934017420516676,0.0018440751822765833,874,404
203,9.036766282672204,0.0,0.014222507385198924,0.036826709286885737,0.034747351216879,72,245
274,6.227689120314039,0.0,0.009277963802077238,0.03636497752346177,0.011498642315700636,167,171
246,7.541841110824265,0.0,0.014222507385198924,0.03672009074848325,0.015186521840405476,126,205
61,14.177333257493956,0.0,0.029224424741414623,0.03590890566688462,0.02082268865530068,1085,394
340,4.081391644698897,0.0,0.023384413386509095,0.03689097483011262,0.019492000021841704,878,110
73,14.058410448063938,0.0,0.029520709231860565,0.03662895493167644,0.0110717862871752,1096,383
46,15.64067531966549,0.0,0.02927829464874776,0.03893116465091457,1.030020811431342,1087,401
250,7.895048207452277,0.0,0.009389077141008784,0.03633944299682612,0.004571355885701678,169,217
366,3.5023907384021697,0.0,0.0117224572589123,0.036743876643613234,0.034816942283924845,422,95
64,14.6686503192808,0.0,0.02771606733540466,0.03669407080688069,0.030710197146589735,1029,399
373,3.3220372007774586,0.0,0.011305782237855055,0.035986211071082644,0.013448252994862742,407,92
339,4.7884665597813125,0.0,0.011889127267323829,0.04682919051484303,1.0079178832964715,428,102
65,14.605295825314016,0.0,0.02562164655788024,0.036540536788862495,0.03474866157947076,962,399
85,13.711806096780464,0.0,0.03299531825641111,0.03677099671646251,0.029725714640051137,1225,372
364,3.910516705835647,0.0,0.01208357561048956,0.035121019191217635,0.02349367736781005,435,111
88,13.830205345866432,0.0,0.03051730251797835,0.03584334556713884,0.014598756416091874,1133,385
224,9.609645462436617,0.0,0.011611343919952333,0.044230571974731174,1.614408764297309,209,217
70,14.94563257739432,0.0,0.03014021316647586,0.036027759333883684,0.0031850442059635498,1119,414
299,6.564676376193177,0.0,0.011778013928363862,0.035808187771938865,0.026834989673687915,212,183
91,13.875740409076911,0.0,0.030705847193729596,0.036724229607117194,0.004721169447094553,1140,377
282,7.409224603143457,0.0,0.009055737124185725,0.03609838471228913,0.009876514871081099,163,205
438,1.4015246273110336,0.0,0.010611323869426315,0.03660298166951598,0.017077796444624482,382,38
284,7.43093684592705,0.0,0.03539252913381574,0.0364312527920849,0.028494003735318074,1314,203
307,6.586902711767664,0.0,0.014222507385198924,0.036925169687541934,0.0351423184602595,127,178
273,8.00294563284919,0.0,0.036469927280961656,0.03983237852784114,0.6035908857518564,1354,200
98,13.990406238913636,0.0,0.022958273734815293,0.03685342471023435,0.010509954077122075,862,379
79,14.836607741417083,0.0,0.028685725667827455,0.036205188302565416,0.015134350286814424,1065,409
19291,43.54791285400316,8.68874203850666,8.71898999148786,0.08599734040127234,20.01801425433078,1123,405
470,0.645032839583763,0.0,0.00827794375155122,0.035375271990678435,0.009694971321181356,298,18
347,5.533301886489966,0.0,0.03539252913381574,0.03617045629839572,0.0011537976275803885,1314,152
392,3.9365767049939677,0.0,0.01122244723364929,0.03601242438312219,0.02314963226456257,404,109
342,6.011707949629482,0.0,0.011778013928363862,0.03658493863232389,0.030583669540504843,212,164
113,14.066365226023379,0.0,0.029170554834053064,0.03544746129088214,0.030137064933683178,1083,396
83,15.129902432137925,0.0,0.028955075204606828,0.03638782495646583,0.024987204468914115,1075,415
75,15.601526851572004,0.0,0.02847024603840964,0.036728907088522625,0.030129006793231383,1057,424
124,13.974549517769248,0.0,0.02652719331771891,0.03585609852044095,0.01293190669613864,996,389
