application_id,request_ids_mean,request_ids_std,request_ids_min,request_ids_max,request_ids_median,request_ids_p50,request_ids_p90,request_ids_p95,request_ids_p99,request_ids_p999,request_ids_geomean,response_times_mean,response_times_std,response_times_min,response_times_max,response_times_median,response_times_p50,response_times_p90,response_times_p95,response_times_p99,response_times_p999,response_times_geomean,queue_times_mean,queue_times_std,queue_times_min,queue_times_max,queue_times_median,queue_times_p50,queue_times_p90,queue_times_p95,queue_times_p99,queue_times_p999,queue_times_geomean,ttft_times_mean,ttft_times_std,ttft_times_min,ttft_times_max,ttft_times_median,ttft_times_p50,ttft_times_p90,ttft_times_p95,ttft_times_p99,ttft_times_p999,ttft_times_geomean,tbt_times_mean,tbt_times_std,tbt_times_min,tbt_times_max,tbt_times_median,tbt_times_p50,tbt_times_p90,tbt_times_p95,tbt_times_p99,tbt_times_p999,tbt_times_geomean,nth_token_overheads_mean,nth_token_overheads_std,nth_token_overheads_min,nth_token_overheads_max,nth_token_overheads_median,nth_token_overheads_p50,nth_token_overheads_p90,nth_token_overheads_p95,nth_token_overheads_p99,nth_token_overheads_p999,nth_token_overheads_geomean,prompt_sizes_mean,prompt_sizes_std,prompt_sizes_min,prompt_sizes_max,prompt_sizes_median,prompt_sizes_p50,prompt_sizes_p90,prompt_sizes_p95,prompt_sizes_p99,prompt_sizes_p999,prompt_sizes_geomean,token_sizes_mean,token_sizes_std,token_sizes_min,token_sizes_max,token_sizes_median,token_sizes_p50,token_sizes_p90,token_sizes_p95,token_sizes_p99,token_sizes_p999,token_sizes_geomean
0,9682.718977536793,5590.5439399463385,0,19365,9683.0,9683.0,17428.600000000002,18396.8,19171.36,19345.636000000002,0.0,194.15526520313705,146.2439082656643,0.4326930393372821,865.8850113255917,171.6642611204697,171.6642611204697,429.91251085761843,488.6858258874025,550.7412475219861,618.3361962112299,127.54119743981761,148.8661095947201,148.3364431544245,0.0,549.2466723559811,119.76000000000005,119.76000000000005,397.7043803343292,459.4583246210093,514.5877634079316,546.1044380645615,0.0,148.94244665365173,148.34780655936066,0.013601805393705035,549.4761099989329,119.8647108554025,119.8647108554025,397.8603223567913,459.4975634252276,514.6650499547289,546.1816565582114,19.842891456060524,0.32188658190729463,0.8147682492966267,0.03276487675513824,23.387508849444465,0.16098652190146978,0.16098652190146978,0.3417465427907622,0.8371921186411918,4.050893721953494,10.907188062315539,0.19863245788188647,13.623993587073073,44.88898911147603,0.0003688192246045219,854.1414920749457,1.234245479145443,1.234245479145443,29.141815435272164,65.09673860184282,233.13522014041857,528.237193737776,1.1071477210540182,1154.031500129099,1104.9434170147726,2,7930,1020.0,1020.0,2732.8000000000065,4083.0,4142.0,6101.6160000001255,759.8813420781858,211.13483088045442,162.86578136557037,7,1000,129.0,129.0,424.0,451.0,601.0,954.0,151.27008496641773
